[00:00.12] Hay
[05:52.06]  ca
[05:52.22] ja
[05:52.38]  ent
[05:52.63] era
[05:52.87]  a
[05:52.95]  tu
[05:53.11]  per
[05:53.36] ro
[05:53.52]  a
[05:53.60]  o
[05:53.68] ler
[05:54.00]  y
[05:54.10]  no
[05:54.50]  le
[05:54.51]  va
[05:54.70]  a
[05:54.80]  pasar
[05:55.29]  nada
[05:55.68] .
[05:56.00]  Esto
[05:56.45]  no
[05:56.49]  es
[05:56.60]  una
[05:56.83]  ex
[05:56.98] ager
[05:57.29] ación
[05:57.74] .
[05:58.00]  Es
[05:58.15]  un
[05:58.61]  dato
[05:58.65]  ver
[05:58.84] ific
[05:59.18] able
[05:59.46]  en
[05:59.65]  cualquier
[06:00.31]  f
[06:00.38] icha
[06:00.69]  de
[06:00.84]  seguridad
[06:01.54]  qu
[06:01.69] ím
[06:01.95] ica
[06:02.15]  que
[06:02.38]  bus
[06:02.61] ques
[06:03.00] ,
[06:03.00]  pero
[06:03.32]  a
[06:03.40]  las
[06:03.64]  term
[06:03.96] itas
[06:04.27]  las
[06:04.51]  mata
[06:04.83] ,
[06:05.06]  y
[06:05.12]  a
[06:05.14]  las
[06:05.32]  horm
[06:05.58] ig
[06:05.71] as
[06:05.83] ,
[06:05.99]  y
[06:06.12]  a
[06:06.32]  las
[06:06.33]  cuc
[06:06.52] ar
[06:06.65] ach
[06:06.84] as
[06:07.00] ,
[06:07.00]  y
[06:07.09]  te
[06:07.27]  voy
[06:07.59]  a
[06:07.63]  explicar
[06:08.35]  por
[06:08.62]  qué
[06:09.00] ,
[06:09.11]  porque
[06:09.50]  cuando
[06:09.82]  entend
[06:10.17] és
[06:10.33]  el
[06:10.44]  me
[06:10.55] can
[06:10.72] ismo
[06:11.00]  vas
[06:11.24]  a
[06:11.51]  entender
[06:11.97]  por
[06:12.21]  qué
[06:12.54]  es
[06:12.69]  tan
[06:12.93]  específic
[06:13.74] o
[06:13.86]  y
[06:13.90]  tan
[06:14.14]  seguro
[06:14.63]  al
[06:14.79]  mismo
[06:15.19]  tiempo
[06:15.68] .
[06:16.25]  Las
[06:16.32]  term
[06:16.58] itas
[06:16.91]  y
[06:16.99]  las
[06:17.24]  horm
[06:17.57] ig
[06:17.73] as
[06:18.11]  tienen
[06:18.38]  un
[06:18.55]  sistema
[06:19.12]  digest
[06:19.61] ivo
[06:19.85]  muy
[06:20.09]  particular
[06:21.00] .
[06:21.00]  Dep
[06:21.28] enden
[06:21.62]  de
[06:21.77]  microorgan
[06:22.55] ism
[06:22.78] os
[06:22.96]  en
[06:23.08]  su
[06:23.23]  intest
[06:23.75] ino
[06:24.00]  para
[06:24.31]  des
[06:24.54] comp
[06:24.85] oner
[06:25.16]  la
[06:25.31]  cel
[06:25.54] ul
[06:25.69] osa
[06:25.92]  de
[06:26.07]  la
[06:26.22]  mad
[06:26.24] era
[06:26.94] .
[06:27.00]  Sin
[06:27.27]  esos
[06:27.63]  microorgan
[06:28.53] ism
[06:28.95] os
[06:28.98]  no
[06:29.22]  pueden
[06:29.74]  dig
[06:29.97] er
[06:30.15] ir
[06:30.33]  nada
[06:30.68] .
[06:31.00]  Cuando
[06:31.40]  una
[06:31.60]  term
[06:31.86] ita
[06:32.05]  ing
[06:32.28] iere
[06:32.51]  bor
[06:32.71] ax
[06:32.84] ,
[06:33.00]  mientras
[06:33.57]  mast
[06:33.85] ica
[06:34.09]  mad
[06:34.27] era
[06:34.48]  trat
[06:34.76] ada
[06:35.00] ,
[06:36.00]  el
[06:36.17]  bor
[06:36.50] ax
[06:36.58]  destru
[06:37.08] ye
[06:37.24]  esa
[06:37.49]  fl
[06:37.66] ora
[06:37.91]  intest
[06:38.56] inal
[06:38.74]  y
[06:38.82]  le
[06:39.03]  bloque
[06:39.49] a
[06:39.57]  el
[06:39.74]  metabolismo
[06:40.67] .
[06:41.00]  T
[06:41.09] ienen
[06:41.56]  24
[06:42.12]  a
[06:42.21]  72
[06:42.77]  horas
[06:43.24] ,
[06:43.29]  no
[06:43.78]  de
[06:43.88]  en
[06:43.96] ven
[06:44.24] en
[06:44.42] amiento
[06:45.07]  direct
[06:45.63] o
[06:46.00] ,
[06:46.12]  de
[06:46.16]  inan
[06:46.49] ición
[06:47.00] ,
[06:47.00]  no
[06:47.53]  puede
[06:47.67]  proces
[06:48.24] ar
[06:48.43]  el
[06:48.62]  al
[06:48.81] imento
[06:49.47]  y
[06:49.52]  acá
[06:49.85]  viene
[06:50.33]  la
[06:50.52]  parte
[06:51.00]  má
[06:51.30] g
[06:51.65] ica
[06:51.74] .
[06:52.00]  Las
[06:52.23]  term
[06:52.54] itas
[06:52.85]  y
[06:52.92]  las
[06:53.15]  horm
[06:53.61] ig
[06:53.70] as
[06:53.76]  comp
[06:54.11] arten
[06:54.46]  comida
[06:54.93]  entre
[06:55.23]  ellas
[06:55.91] .
[06:56.00]  Es
[06:56.22]  lo
[06:56.46]  que
[06:56.77]  se
[06:57.11]  llama
[06:57.54]  tro
[06:57.87] fal
[06:57.92] ax
[06:58.64] ia
[06:58.78] .
[06:59.00]  La
[06:59.18]  ob
[06:59.36] r
[06:59.51] era
[06:59.72]  que
[06:59.99]  come
[07:00.35]  mad
[07:00.62] era
[07:00.89]  vuel
[07:01.25] ve
[07:01.61]  al
[07:01.70]  n
[07:01.71] ido
[07:02.00] ,
[07:02.00]  reg
[07:02.24] urg
[07:02.53] ita
[07:02.70]  parte
[07:03.09]  de
[07:03.25]  lo
[07:03.41]  que
[07:03.65]  com
[07:03.89] ió
[07:04.12]  para
[07:04.44]  aliment
[07:04.99] ar
[07:05.22]  a
[07:05.22]  la
[07:05.54]  re
[07:05.55] ina
[07:05.77] ,
[07:06.00]  a
[07:06.08]  las
[07:06.33]  lar
[07:06.82] vas
[07:06.84] ,
[07:07.00]  a
[07:07.07]  los
[07:07.29]  sold
[07:07.59] ados
[07:07.88]  que
[07:08.10]  no
[07:08.25]  sal
[07:08.47] en
[07:08.61]  a
[07:08.68]  buscar
[07:09.12]  al
[07:09.27] imento
[07:09.70] .
[07:10.28]  Una
[07:10.28]  sola
[07:10.65]  ob
[07:10.83] r
[07:10.92] era
[07:11.20]  contamin
[07:11.94] ada
[07:12.22]  con
[07:12.50]  bor
[07:13.00] ax
[07:13.16]  puede
[07:13.25]  llevar
[07:13.54]  el
[07:13.64]  mineral
[07:14.00]  a
[07:14.10]  doc
[07:14.40] enas
[07:14.79] ,
[07:15.00]  a
[07:15.10]  c
[07:15.20] ientos
[07:15.88]  de
[07:15.99]  individ
[07:16.68] u
[07:16.77] os
[07:16.96]  del
[07:17.26]  n
[07:17.36] ido
[07:17.65] .
[07:18.00]  La
[07:18.38]  colon
[07:18.52] ia
[07:18.66]  ent
[07:18.88] era
[07:19.10]  se
[07:19.28]  en
[07:19.40] ven
[07:19.63] ena
[07:19.84]  desde
[07:20.21]  ad
[07:20.36] ent
[07:20.58] ro
[07:20.72] .
[07:21.00]  No
[07:21.19]  hace
[07:21.83]  falta
[07:22.12]  encontrar
[07:23.05]  el
[07:23.25]  n
[07:23.35] ido
[07:23.64] .
[07:24.00]  No
[07:24.31]  hace
[07:24.57]  falta
[07:25.04]  exca
[07:25.42] var
[07:25.70] .
[07:26.00]  No
[07:26.39]  hace
[07:26.51]  falta
[07:26.93]  in
[07:27.10] yect
[07:27.44] ar
[07:27.61]  nada
[07:27.95]  en
[07:28.12]  el
[07:28.29]  su
[07:28.46] elo
[07:29.00] .
[07:29.00]  Las
[07:29.32]  prop
[07:29.58] ias
[07:29.77]  term
[07:30.08] itas
[07:30.39]  hacen
[07:30.78]  el
[07:30.93]  trabajo
[07:31.48]  por
[07:31.71]  vos
[07:32.00] ,
[07:32.00]  en
[07:32.25]  un
[07:32.60]  mam
[07:32.92] í
[07:33.18] fer
[07:33.70] o
[07:33.83] ,
[07:34.00]  en
[07:34.16]  un
[07:34.31]  per
[07:34.73] ro
[07:34.89] ,
[07:34.92]  en
[07:35.05]  un
[07:35.21]  humano
[07:36.00] .
[07:36.00]  E
[07:36.08] se
[07:36.25]  me
[07:36.44] can
[07:36.68] ismo
[07:37.02]  no
[07:37.21]  existe
[07:37.71] .
[07:38.16]  Nos
[07:38.34] otros
[07:38.91]  dig
[07:39.25] er
[07:39.71] imos
[07:40.02]  con
[07:40.27]  á
[07:40.48] cidos
[07:41.05]  y
[07:41.16]  en
[07:41.38] z
[07:41.49] imas
[07:42.00] ,
[07:42.00]  no
[07:42.14]  con
[07:42.37]  bacter
[07:42.77] ias
[07:42.98]  sim
[07:43.19] bi
[07:43.32] ót
[07:43.54] icas
[07:43.82]  en
[07:43.96]  el
[07:44.10]  intest
[07:44.73] ino
[07:44.73] .
[07:45.00]  Por
[07:45.22]  eso
[07:45.44]  el
[07:45.62]  bor
[07:45.80] ax
[07:45.94]  es
[07:46.08]  select
[07:46.56] ivo
[07:46.74] .
[07:47.00]  No
[07:47.50]  es
[07:47.54]  que
[07:47.95]  sea
[07:48.24]  dé
[07:48.61] bil
[07:49.00] .
[07:49.00]  Es
[07:49.26]  que
[07:49.50]  at
[07:49.70] aca
[07:49.99]  a
[07:50.09]  un
[07:50.29]  sistema
[07:51.00]  que
[07:51.12]  solo
[07:51.28]  tienen
[07:51.52]  los
[07:51.63]  insect
[07:51.88] os
[07:52.00]  que
[07:52.15]  comen
[07:52.46]  cel
[07:52.56] ul
[07:52.66] osa
[07:52.81] .
[07:53.00]  Esto
[07:53.61]  se
[07:53.66]  sabe
[07:54.02]  desde
[07:54.53]  los
[07:54.84]  años
[07:55.35]  40
[07:56.00] .
[07:56.00]  La
[07:56.34]  primera
[07:56.58]  pat
[07:56.77] ente
[07:57.08]  de
[07:57.16]  trat
[07:57.42] amiento
[07:57.87]  de
[07:58.00]  mad
[07:58.19] era
[07:58.38]  con
[07:58.57]  bor
[07:58.76] ato
[07:59.00]  es
[07:59.21]  de
[07:59.42]  1938
[08:00.68] .
[08:01.00]  En
[08:02.00]  Haw
[08:02.02] ái
[08:02.59] ,
[08:03.00]  donde
[08:03.20]  el
[08:03.28]  problema
[08:03.59]  de
[08:03.67]  term
[08:03.83] itas
[08:04.00]  es
[08:04.13]  catast
[08:04.54] ró
[08:04.72] fic
[08:04.91] o
[08:05.00]  por
[08:05.30]  el
[08:05.53]  cl
[08:05.70] ima
[08:06.00] ,
[08:06.00]  toda
[08:06.25]  la
[08:06.55]  mad
[08:06.73] era
[08:06.79]  estruct
[08:07.16] ural
[08:07.40]  comercial
[08:08.00]  se
[08:08.20]  trata
[08:08.54]  con
[08:08.98]  bor
[08:09.00] ato
[08:09.23]  desde
[08:09.62]  los
[08:09.85]  años
[08:10.24]  70
[08:10.71] .
[08:11.00]  Hay
[08:11.25]  ed
[08:11.42] ific
[08:12.01] ios
[08:12.31]  trat
[08:12.35] ados
[08:12.70]  hace
[08:13.05]  50
[08:13.56]  años
[08:14.00]  que
[08:15.00] ,
[08:15.09]  cuando
[08:15.39]  se
[08:15.50]  demol
[08:15.74] ieron
[08:16.00] ,
[08:16.00]  mostrar
[08:16.66] on
[08:16.74]  la
[08:16.90]  mad
[08:17.15] era
[08:17.39]  intact
[08:17.89] a
[08:17.97]  por
[08:18.29]  dentro
[08:18.73] .
[08:19.00]  Los
[08:19.40]  aust
[08:19.44] ral
[08:19.57] ian
[08:19.74] os
[08:19.85] ,
[08:20.00]  que
[08:20.31]  tienen
[08:20.94]  una
[08:21.25]  term
[08:21.67] ita
[08:22.00]  particular
[08:22.43] mente
[08:22.64]  ag
[08:22.72] res
[08:22.85] iva
[08:23.00]  llam
[08:23.41] ada
[08:23.71]  term
[08:24.40] ita
[08:24.42]  de
[08:24.62]  mast
[08:25.03] ot
[08:25.23] erm
[08:25.62] es
[08:25.79] ,
[08:26.00]  hacen
[08:26.83]  lo
[08:26.92]  mismo
[08:27.58] .
[08:28.00]  La
[08:28.60]  empresa
[08:28.73]  principal
[08:29.49]  que
[08:29.70]  v
[08:29.78] ende
[08:30.10]  bor
[08:30.34] ato
[08:30.58]  de
[08:30.74]  mad
[08:30.98] era
[08:31.22]  en
[08:31.38]  el
[08:31.54]  mundo
[08:32.00]  es
[08:32.36]  la
[08:32.39]  misma
[08:32.81]  que
[08:33.08]  v
[08:33.22] ende
[08:33.53]  el
[08:33.71]  pol
[08:33.98] vo
[08:34.16]  común
[08:34.45] .
[08:35.14]  Es
[08:35.20]  el
[08:35.40]  mismo
[08:35.90]  producto
[08:36.68] .
[08:37.00]  Solo
[08:37.43]  camb
[08:37.72] ia
[08:37.90]  el
[08:38.08]  packaging
[08:38.98]  y
[08:38.99]  el
[08:39.16]  precio
[08:39.69] .
[08:40.00]  Una
[08:40.38]  ca
[08:40.44] ja
[08:40.53]  de
[08:40.69]  bor
[08:40.92] ax
[08:41.06]  de
[08:41.21]  farm
[08:41.52] acia
[08:41.83]  o
[08:41.90]  de
[08:42.05]  fer
[08:42.28] re
[08:42.47] ter
[08:42.66] ía
[08:43.00]  de
[08:43.25]  las
[08:43.62]  que
[08:44.00]  se
[08:44.16]  v
[08:44.24] enden
[08:44.66]  para
[08:45.00]  lim
[08:45.00] pie
[08:45.00] za
[08:45.00]  tiene
[08:45.39]  exactamente
[08:46.27]  el
[08:46.40]  mismo
[08:46.79]  principio
[08:47.50]  activ
[08:47.89] o
[08:48.00]  que
[08:48.29]  el
[08:48.33]  producto
[08:48.86]  profesional
[08:49.59]  de
[08:49.72]  trat
[08:49.98] amiento
[08:50.44]  de
[08:50.57]  mad
[08:50.77] era
[08:51.00]  que
[08:51.23]  cu
[08:51.38] esta
[08:51.68]  cinco
[08:52.06]  veces
[08:52.44]  más
[08:52.90] .
[08:53.00]  Bueno
[08:54.00] ,
[08:54.12]  vamos
[08:54.45]  a
[08:54.54]  la
[08:54.72]  parte
[08:55.19]  prá
[08:55.52] ctica
[08:56.00] .
[08:56.00]  Lo
[08:56.25]  que
[08:56.33]  vas
[08:56.53]  a
[08:56.59]  hacer
[08:56.93]  este
[08:57.20]  fin
[08:57.40]  de
[08:57.53]  semana
[08:57.98] .
[08:58.00]  Ne
[08:58.35] ces
[08:58.55] itas
[08:58.98]  tres
[08:59.43]  cosas
[09:00.00] .
[09:00.00]  Una
[09:00.30]  ca
[09:00.43] ja
[09:00.62]  de
[09:00.77]  bor
[09:01.03] ax
[09:01.20]  común
[09:01.72] .
[09:02.00]  En
[09:02.17]  la
[09:02.60]  fer
[09:02.63] re
[09:02.81] ter
[09:03.08] ía
[09:03.35]  se
[09:03.53]  v
[09:03.62] ende
[09:03.98]  como
[09:04.34]  bor
[09:04.61] ax
[09:04.87]  de
[09:04.97] ca
[09:05.15] h
[09:05.24] id
[09:05.42] rat
[09:05.69] ado
[09:06.00]  o
[09:06.28]  bor
[09:06.49] ato
[09:06.50]  de
[09:06.63]  sod
[09:06.84] io
[09:07.00] .
[09:07.00]  También
[09:07.82]  se
[09:07.82]  cons
[09:08.27] igue
[09:08.48]  en
[09:08.64]  algunas
[09:09.22]  farm
[09:09.55] ac
[09:09.75] ias
[09:10.00]  y
[09:10.05]  en
[09:10.15]  los
[09:10.31]  local
[09:10.58] es
[09:10.68]  de
[09:10.79]  productos
[09:11.28]  de
[09:11.36]  lim
[09:11.52] pie
[09:11.75] za
[09:11.78] .
[09:12.00]  Una
[09:12.25]  ca
[09:12.42] ja
[09:12.58]  de
[09:12.92]  un
[09:13.26]  kilo
[09:13.36]  te
[09:13.43]  al
[09:13.64] can
[09:13.85] za
[09:14.01]  para
[09:14.35]  tratar
[09:14.86]  una
[09:15.11]  casa
[09:15.45]  ent
[09:15.70] era
[09:16.00]  y
[09:16.07]  te
[09:16.21]  van
[09:16.42]  a
[09:16.49]  so
[09:16.63] brar
[09:17.05]  para
[09:17.21]  los
[09:17.40]  próxim
[09:17.89] os
[09:18.03]  cinco
[09:18.45]  años
[09:18.73] .
[09:19.00]  Ne
[09:19.20] ces
[09:19.49] itas
[09:19.93]  un
[09:20.10]  bal
[09:20.38] de
[09:20.57]  de
[09:20.77]  10
[09:21.36]  lit
[09:21.66] ros
[09:22.00]  y
[09:22.07]  neces
[09:22.69] itas
[09:22.75]  un
[09:22.90]  pul
[09:23.13] ver
[09:23.36] iz
[09:23.51] ador
[09:23.81]  de
[09:23.96]  jard
[09:24.26] ín
[09:24.49]  de
[09:24.64]  los
[09:24.87]  de
[09:25.02]  bom
[09:25.25] be
[09:25.40] o
[09:25.47]  manual
[09:26.00] ,
[09:26.00]  esos
[09:26.30]  que
[09:26.53]  se
[09:26.87]  car
[09:26.91] gan
[09:27.14]  al
[09:27.31]  h
[09:27.36] omb
[09:27.59] ro
[09:27.74] .
[09:28.00]  Si
[09:28.15]  no
[09:28.30]  ten
[09:28.53] és
[09:28.88]  uno
[09:28.99] ,
[09:29.14]  sale
[09:29.45]  lo
[09:29.62]  mismo
[09:30.16]  que
[09:30.22]  una
[09:30.45]  vis
[09:30.68] ita
[09:30.91]  de
[09:31.09]  fum
[09:31.29] ig
[09:31.44] ación
[09:32.00]  y
[09:32.11]  te
[09:32.34]  dura
[09:32.81]  toda
[09:33.31]  la
[09:33.51]  vida
[09:34.00] .
[09:35.00]  Si
[09:35.24]  no
[09:35.49]  quer
[09:35.55] és
[09:35.67]  invert
[09:36.04] ir
[09:36.16]  en
[09:36.28]  eso
[09:36.46]  todavía
[09:37.00] ,
[09:37.00]  un
[09:37.17]  ro
[09:37.34] ci
[09:37.51] ador
[09:37.91]  de
[09:38.02]  mano
[09:38.36]  del
[09:38.62]  que
[09:38.88]  se
[09:39.05]  usa
[09:39.31]  para
[09:39.65]  mo
[09:39.82] jar
[09:40.08]  las
[09:40.34]  plant
[09:40.77] as
[09:41.00]  también
[09:41.89]  sir
[09:41.91] ve
[09:42.07]  para
[09:42.40]  em
[09:42.56] pe
[09:42.74] zar
[09:43.00] ,
[09:43.00]  pero
[09:43.39]  para
[09:43.96]  una
[09:44.07]  casa
[09:44.46]  ent
[09:44.75] era
[09:45.04]  vas
[09:45.33]  a
[09:45.42]  querer
[09:46.00]  el
[09:46.19]  de
[09:46.38]  bom
[09:46.67] be
[09:46.86] o
[09:47.00] .
[09:47.00]  El
[09:47.41]  mét
[09:47.66] odo
[09:48.00] .
[09:48.00]  Uno
[09:48.35]  es
[09:48.64]  para
[09:48.66]  mad
[09:48.85] era
[09:49.06]  que
[09:49.27]  está
[09:49.63]  exp
[09:49.87] uesta
[09:50.20]  y
[09:50.28]  acces
[09:50.67] ible
[09:51.00] .
[09:52.00]  V
[09:52.14] ig
[09:52.23] as
[09:52.31]  de
[09:52.33]  te
[09:52.43] cho
[09:52.57]  a
[09:52.62]  la
[09:52.72]  vista
[09:53.00] .
[09:53.00]  Post
[09:53.22] es
[09:53.33]  de
[09:53.47]  qu
[09:53.55] inch
[09:53.82] o
[09:53.93] .
[09:54.00]  Mach
[09:54.80] imb
[09:55.39] res
[09:55.98] .
[09:56.00]  Mar
[09:56.32] cos
[09:56.35]  de
[09:56.43]  vent
[09:56.65] ana
[09:56.81] .
[09:57.00]  Est
[09:57.26] ruct
[09:57.88] uras
[09:57.94]  de
[09:58.11]  gal
[09:58.37] p
[09:58.45] ón
[09:58.71] .
[09:59.00]  Es
[09:59.10] cal
[09:59.43] eras
[09:59.46]  de
[09:59.53]  mad
[09:59.69] era
[09:59.82] .
[10:00.00]  De
[10:00.25] cks
[10:00.62] .
[10:01.00]  P
[10:01.08] ér
[10:01.31] g
[10:01.40] olas
[10:01.79] .
[10:02.00]  Todo
[10:02.29]  lo
[10:02.65]  que
[10:02.65]  pod
[10:03.09] és
[10:03.18]  ver
[10:03.31]  y
[10:03.38]  tocar
[10:03.75] .
[10:04.00]  Dis
[10:04.29] ol
[10:04.49] v
[10:04.57] és
[10:05.38]  300
[10:05.72]  gr
[10:05.95] amos
[10:06.30]  de
[10:06.48]  bor
[10:06.77] ax
[10:07.00]  en
[10:07.16]  10
[10:07.63]  lit
[10:07.87] ros
[10:08.10]  de
[10:08.26]  agua
[10:08.58]  t
[10:08.66] ib
[10:08.85] ia
[10:09.00] .
[10:09.00]  Re
[10:09.12] vol
[10:09.37] v
[10:09.37] és
[10:09.37]  bien
[10:09.99]  hasta
[10:10.12]  que
[10:10.31]  el
[10:10.43]  agua
[10:10.68]  qu
[10:10.80] ede
[10:10.99]  transparent
[10:11.69] e
[10:11.75] .
[10:12.00]  El
[10:12.16]  bor
[10:12.41] ax
[10:12.54]  se
[10:12.70]  dis
[10:13.14] uel
[10:13.18] ve
[10:13.33]  l
[10:13.41] ento
[10:13.72] .
[10:14.00]  T
[10:14.12] ene
[10:14.48]  pac
[10:15.21] iencia
[10:15.60] .
[10:16.00]  Ay
[10:16.10] uda
[10:16.24]  a
[10:16.51]  usar
[10:16.58]  agua
[10:16.72]  t
[10:16.77] ib
[10:16.87] ia
[10:17.01]  y
[10:17.11]  revol
[10:17.66] ver
[10:18.00]  cada
[10:18.50]  cinco
[10:19.12]  minutos
[10:20.00]  durante
[10:20.29]  un
[10:20.37]  cuarto
[10:20.61]  de
[10:20.69]  hora
[10:20.85] .
[10:21.00]  Es
[10:21.17] a
[10:21.25]  solu
[10:21.61] ción
[10:22.16]  la
[10:22.18]  pas
[10:22.44] ás
[10:22.69]  al
[10:22.85]  pul
[10:23.10] ver
[10:23.35] iz
[10:23.52] ador
[10:23.89]  y
[10:23.94]  mo
[10:24.11] jas
[10:24.67]  bien
[10:24.70]  toda
[10:25.04]  la
[10:25.21]  superfic
[10:25.89] ie
[10:26.06]  de
[10:26.27]  la
[10:26.40]  mad
[10:26.65] era
[10:27.00] .
[10:27.00]  No
[10:27.13]  la
[10:27.46]  emp
[10:27.46] ap
[10:27.78] ás
[10:27.83] .
[10:28.00]  La
[10:28.36]  mo
[10:29.15] jas
[10:29.26]  bien
[10:30.00] .
[10:30.00]  Hasta
[10:30.44]  que
[10:30.56]  la
[10:30.70]  mad
[10:30.91] era
[10:31.12]  se
[10:31.26]  ve
[10:31.40] a
[10:31.47]  os
[10:31.61] c
[10:31.68] ura
[10:31.89]  por
[10:32.10]  la
[10:32.24]  hum
[10:32.45] ed
[10:32.58] ad
[10:32.73] .
[10:33.00]  Esper
[10:33.47] as
[10:33.57]  20
[10:33.88]  minutos
[10:34.36]  y
[10:34.43]  le
[10:34.56]  das
[10:34.76]  una
[10:34.96]  segunda
[10:35.44]  mano
[10:35.71] .
[10:36.00]  L
[10:36.12] isto
[10:36.98] .
[10:37.00]  Es
[10:37.17] a
[10:37.24]  mad
[10:37.49] era
[10:38.09]  qued
[10:38.23] ó
[10:38.26]  proteg
[10:38.77] ida
[10:39.02]  por
[10:39.30]  déc
[10:39.61] adas
[10:40.00] .
[10:40.00]  Sie
[10:40.26] mpre
[10:40.29]  y
[10:40.86]  cuando
[10:41.22]  no
[10:41.39]  esté
[10:41.83]  exp
[10:42.09] uesta
[10:42.61]  a
[10:42.62]  ll
[10:42.78] uv
[10:42.95] ia
[10:43.12]  constante
[10:44.00] .
[10:44.00]  El
[10:44.17]  bor
[10:44.69] ato
[10:44.86]  es
[10:44.90]  solu
[10:45.20] ble
[10:45.46]  en
[10:45.63]  agua
[10:46.00] .
[10:46.00]  Así
[10:46.40]  que
[10:46.91]  si
[10:47.03]  la
[10:47.11]  mad
[10:47.41] era
[10:47.71]  se
[10:47.91]  va
[10:48.11]  a
[10:48.21]  mo
[10:48.41] jar
[10:48.71]  todo
[10:49.12]  el
[10:49.32]  tiempo
[10:50.00] ,
[10:50.42]  después
[10:50.54]  del
[10:50.57]  trat
[10:50.78] amiento
[10:51.14]  le
[10:51.24]  ten
[10:51.39] és
[10:51.54]  que
[10:51.69]  poner
[10:52.03]  una
[10:52.20]  mano
[10:52.46]  de
[10:52.59]  aceite
[10:53.00]  de
[10:53.25]  lin
[10:53.62] aza
[10:54.00]  con
[10:54.13]  tre
[10:54.26] ment
[10:54.44] ina
[10:54.57]  por
[10:54.70]  encima
[10:55.00]  que
[10:55.23]  se
[10:55.38] lla
[10:55.74]  la
[10:55.76]  mad
[10:55.99] era
[10:56.22]  y
[10:56.29]  at
[10:56.44] rap
[10:56.67] a
[10:56.74]  el
[10:56.89]  bor
[10:57.15] ato
[10:57.38]  ad
[10:57.50] ent
[10:57.73] ro
[10:58.00] .
[10:58.00]  De
[10:58.36]  ese
[10:58.98]  aceite
[11:00.00] ,
[11:00.28]  el
[11:00.37]  de
[11:00.42]  dos
[11:00.64]  pesos
[11:01.01]  que
[11:01.23]  dec
[11:01.45] ían
[11:01.74]  los
[11:01.96]  del
[11:02.18]  título
[11:02.69]  de
[11:02.83]  mi
[11:02.97]  video
[11:03.34]  anterior
[11:04.00] ,
[11:04.00]  ya
[11:04.51]  habl
[11:04.54] amos
[11:04.85]  en
[11:05.02]  otro
[11:05.36]  lado
[11:05.70] .
[11:06.00]  El
[11:06.43]  mét
[11:06.75] odo
[11:07.07]  dos
[11:07.67]  es
[11:07.68]  para
[11:08.15]  gri
[11:08.51] etas
[11:08.99] .
[11:09.00]  J
[11:09.37] unt
[11:09.65] as
[11:10.00] .
[11:10.00]  Z
[11:10.37] onas
[11:10.42]  os
[11:10.52] c
[11:10.59] uras
[11:10.89]  donde
[11:11.27]  sos
[11:11.65] pe
[11:11.71] ch
[11:11.80] ás
[11:12.03]  que
[11:12.26]  puede
[11:12.64]  haber
[11:13.02]  act
[11:13.25] ividad
[11:13.71] .
[11:14.00]  Ac
[11:14.18] á
[11:14.54]  us
[11:14.60] as
[11:14.77]  el
[11:14.90]  bor
[11:15.17] ax
[11:15.35]  en
[11:15.53]  pol
[11:15.80] vo
[11:16.00] .
[11:16.00]  Se
[11:16.28] co
[11:16.90] .
[11:17.00]  Sin
[11:17.91]  mez
[11:17.93] c
[11:18.07] lar
[11:18.53] .
[11:19.00]  Ten
[11:19.46] és
[11:19.52]  que
[11:19.69]  conseguir
[11:20.38]  un
[11:20.53]  fue
[11:20.76] lle
[11:21.14] ,
[11:21.32]  que
[11:21.36]  es
[11:21.50]  como
[11:21.79]  un
[11:21.93]  so
[11:22.07] pl
[11:22.21] ador
[11:22.50]  de
[11:22.64]  mano
[11:22.99]  que
[11:23.25]  carga
[11:23.63]  pol
[11:23.84] vo
[11:24.00]  y
[11:24.28]  lo
[11:24.30]  dispar
[11:24.89] a
[11:25.01]  con
[11:25.28]  aire
[11:26.00] .
[11:26.00]  Sale
[11:26.36]  poco
[11:26.72] .
[11:27.00]  Algun
[11:27.36] os
[11:27.50]  vienen
[11:27.93]  con
[11:28.18]  una
[11:28.35]  bo
[11:28.49] qu
[11:28.63] illa
[11:28.92]  lar
[11:29.13] ga
[11:29.27]  para
[11:29.56]  meter
[11:29.92]  en
[11:30.06]  los
[11:30.26]  hue
[11:30.48] cos
[11:31.00] .
[11:31.00]  Car
[11:31.24] gas
[11:31.48]  el
[11:31.64]  fue
[11:31.88] lle
[11:32.12]  con
[11:32.36]  bor
[11:32.73] ax
[11:32.76]  y
[11:32.84]  so
[11:33.00] pl
[11:33.16] ás
[11:33.46]  el
[11:33.56]  pol
[11:33.80] vo
[11:34.00]  en
[11:34.21]  cada
[11:34.63]  gri
[11:34.94] eta
[11:35.25]  que
[11:35.55]  ve
[11:35.98] as
[11:36.00] .
[11:36.00]  En
[11:36.16]  las
[11:36.41]  junt
[11:36.74] as
[11:36.91]  de
[11:37.06]  las
[11:37.31]  vig
[11:37.72] as
[11:37.78] .
[11:38.00]  En
[11:38.12]  los
[11:38.31]  hue
[11:38.48] cos
[11:38.66]  donde
[11:38.96]  la
[11:39.08]  mad
[11:39.26] era
[11:39.44]  se
[11:39.56]  une
[11:39.74]  con
[11:39.92]  la
[11:40.04]  m
[11:40.10] amp
[11:40.28] oster
[11:40.60] ía
[11:40.76] .
[11:41.00]  En
[11:41.51]  los
