[00:00.00]  Hay
[07:17.66]  este
[07:17.84]  es
[07:18.10]  el
[07:18.34]  enorme
[07:18.76]  pero,
[07:19.48]  no
[07:19.68]  mata
[07:20.02]  al
[07:20.24]  hongo.
[07:20.82]  El
[07:21.00]  hongo
[07:21.26]  side
[07:21.56]  ahí,
[07:22.32]  vivo,
[07:22.98]  creciendo
[07:23.32]  feliz
[07:23.70]  en
[07:23.86]  la
[07:24.04]  piel,
[07:24.68]  mientras
[07:24.90]  vos
[07:25.24]  crees
[07:25.60]  que
[07:25.86]  solucionaste
[07:26.44]  algo.
[07:26.74]  Es
[07:27.26]  como
[07:27.48]  apagar
[07:27.88]  la
[07:28.04]  alarma
[07:28.36]  de
[07:28.50]  humo,
[07:29.20]  mientras
[07:29.38]  la
[07:29.64]  olla
[07:29.82]  se
[07:30.16]  sigue
[07:30.32]  quemando
[07:30.74]  en
[07:30.86]  la
[07:31.02]  cocina.
[07:32.20]  Dejas
[07:32.44]  de
[07:32.66]  escuchar
[07:32.94]  el
[07:33.08]  pitido,
[07:33.80]  pero
[07:33.90]  el
[07:34.12]  fuego
[07:34.44]  sigue
[07:34.74]  avanzando.
[07:35.72]  Y
[07:35.98]  peor
[07:36.24]  todavía,
[07:37.20]  muchas
[07:37.40]  de
[07:37.58]  esas
[07:37.76]  pastillas
[07:38.32]  y
[07:38.52]  cremas
[07:39.14]  bajan
[07:39.54]  las
[07:39.74]  defensas.
[07:40.60]  ¿Y
[07:40.86]  a
[07:40.96]  quién
[07:41.16]  le
[07:41.38]  viene
[07:41.56]  bárbaro
[07:42.08]  que
[07:42.30]  bajen
[07:42.52]  las
[07:42.74]  defensas?
[07:43.46]  Al
[07:43.70]  hongo.
[07:44.36]  Le
[07:44.52]  dejas
[07:45.06]  la
[07:45.40]  puerta
[07:45.66]  abierta
[07:46.40]  para
[07:46.68]  crecer
[07:47.28]  más
[07:47.64]  rápido.
[07:48.30]  Y
[07:48.52]  para
[07:48.80]  pasarse
[07:49.16]  de
[07:49.34]  las
[07:49.58]  patas,
[07:50.28]  a
[07:50.38]  las
[07:50.56]  orejas,
[07:51.44]  a
[07:51.54]  las
[07:51.72]  axilas,
[07:52.68]  a
[07:52.80]  la
[07:53.00]  panza.
[07:53.34]  Por
[07:53.86]  eso,
[07:54.36]  muchos
[07:54.56]  perros,
[07:55.18]  cuanto
[07:55.40]  más
[07:55.70]  los
[07:56.00]  tratan
[07:56.38]  solo
[07:56.70]  con
[07:56.94]  pastillas,
[07:57.86]  con
[07:57.96]  el
[07:58.18]  tiempo
[07:58.70]  peor
[07:59.20]  están.
[07:59.80]  No
[07:59.98]  es
[08:00.16]  mala
[08:00.40]  suerte,
[08:01.24]  es
[08:01.36]  el
[08:01.54]  mecanismo.
[08:02.30]  Ahora
[08:02.82]  hablemos
[08:03.64]  del
[08:03.90]  error.
[08:04.60]  El
[08:04.82]  que
[08:04.92]  hace
[08:05.30]  casi
[08:05.78]  todo
[08:06.04]  el
[08:06.20]  mundo,
[08:06.82]  siempre
[08:07.24]  con
[08:07.50]  la
[08:07.68]  mejor
[08:07.86]  intención,
[08:08.66]  y
[08:08.84]  que
[08:09.02]  sin
[08:09.28]  saberlo,
[08:10.28]  empeora
[08:10.68]  todo.
[08:11.22]  Cuando
[08:11.46]  el
[08:11.64]  dueño
[08:11.84]  ve
[08:12.08]  esa
[08:12.32]  pata
[08:12.70]  roja,
[08:13.32]  babeada,
[08:14.08]  ¿qué
[08:14.22]  es
[08:14.36]  lo
[08:14.56]  primero
[08:14.90]  que
[08:15.08]  hace
[08:15.30]  por
[08:15.54]  instinto?
[08:16.20]  La
[08:16.54]  lava.
[08:17.18]  Le
[08:17.36]  mete
[08:17.56]  la
[08:17.88]  pata
[08:18.10]  bajo
[08:18.34]  la
[08:18.56]  canilla,
[08:19.38]  muchas
[08:19.52]  veces
[08:19.88]  con
[08:20.12]  jabón,
[08:20.52]  y
[08:20.90]  la
[08:21.10]  moja
[08:21.36]  varias
[08:21.72]  veces
[08:22.06]  al
[08:22.26]  día
[08:22.46]  para
[08:22.70]  tenerla,
[08:23.54]  entre
[08:23.80]  comillas,
[08:24.70]  limpita.
[08:25.82]  Y
[08:25.94]  acá
[08:26.14]  viene
[08:26.34]  lo
[08:26.54]  peor.
[08:27.14]  Después
[08:27.48]  no
[08:27.98]  la
[08:28.16]  seca
[08:28.42]  bien,
[08:28.90]  la
[08:29.08]  deja
[08:29.36]  húmeda.
[08:30.34]  Escuchame,
[08:31.02]  al
[08:31.16]  hacer
[08:31.42]  eso,
[08:32.04]  acabas
[08:32.20]  de
[08:32.40]  construir,
[08:33.06]  con
[08:33.36]  tus
[08:33.68]  propias
[08:34.06]  manos,
[08:34.78]  el
[08:34.96]  paraíso
[08:35.46]  perfecto
[08:36.12]  del
[08:36.28]  hongo.
[08:36.92]  Tibio,
[08:37.64]  oscuro,
[08:38.46]  y
[08:38.50]  ahora
[08:38.72]  encima
[08:39.14]  extraúmedo,
[08:40.40]  justo
[08:40.76]  entre
[08:41.00]  los
[08:41.24]  dedos.
[08:41.86]  Le
[08:42.06]  pusiste
[08:42.48]  la
[08:42.62]  alfombra
[08:43.06]  roja.
[08:43.72]  Otros
[08:44.04]  errores
[08:44.34]  que
[08:44.50]  veo
[08:44.72]  todo
[08:45.08]  el
[08:45.26]  tiempo.
[08:45.90]  Ponerle
[08:46.34]  solo
[08:46.60]  el
[08:46.78]  collar
[08:46.94]  isabelino
[08:47.56]  y
[08:47.90]  quedarse
[08:48.22]  tranquilo.
[08:48.76]  Pero
[08:49.12]  abajo
[08:49.46]  el
[08:49.64]  hongo
[08:49.86]  sigue
[08:50.16]  igual,
[08:50.86]  y
[08:50.96]  el
[08:51.12]  perro
[08:51.46]  sufre
[08:51.80]  en
[08:52.02]  silencio.
[08:52.90]  Ponerle
[08:53.30]  cremas
[08:53.62]  anti
[08:53.90] -hongos
[08:54.18]  para
[08:54.36]  humanos
[08:54.80]  sin
[08:55.24]  saber
[08:55.54]  la
[08:55.72]  dosis.
[08:56.36]  Que
[08:56.56]  muchas
[08:56.82]  son
[08:57.12]  tóxicas
[08:57.76]  si
[08:58.02]  el
[08:58.20]  perro
[08:58.42]  las
[08:58.68]  lame.
[08:59.18]  Y
[08:59.22]  uno
[08:59.56]  enorme,
[09:00.56]  ignorar
[09:01.18]  las
[09:01.46]  orejas.
[09:02.12]  Porque
[09:02.36]  si
[09:02.64]  hay
[09:02.80]  hongo
[09:03.00]  en
[09:03.16]  las
[09:03.40]  patas,
[09:04.08]  casi
[09:04.24]  seguro
[09:04.64]  también
[09:05.16]  está
[09:05.60]  empezando
[09:06.26]  en
[09:06.42]  las
[09:06.64]  orejas.
[09:07.26]  Y
[09:07.42]  desde
[09:07.64]  ahí
[09:08.20]  siempre
[09:08.86]  vuelve.
[09:09.50]  Si
[09:09.68]  venís
[09:09.96]  haciendo
[09:10.32]  algo
[09:10.58]  de
[09:10.88]  esto,
[09:11.34]  no
[09:11.46]  te
[09:11.68]  sientas
[09:12.02]  mal.
[09:12.66]  Es
[09:12.98]  lo
[09:13.10]  que
[09:13.22]  haría
[09:13.52]  cualquiera.
[09:14.34]  Pero
[09:14.56]  a
[09:14.70]  partir
[09:14.96]  de
[09:15.20]  hoy
[09:15.44]  lo
[09:15.76]  hacemos
[09:16.14]  bien.
[09:16.98]  Ahora
[09:17.26]  sí,
[09:17.66]  lo
[09:17.86]  que
[09:17.98]  te
[09:18.20]  prometí.
[09:18.54]  Crucemos
[09:19.32]  las
[09:19.60]  señales
[09:19.96]  para
[09:20.20]  saber
[09:20.60]  qué
[09:20.92]  tiene
[09:21.32]  tu
[09:21.64]  perro.
[09:22.38]  Porque
[09:22.48]  no
[09:22.70]  todo
[09:22.90]  el
[09:23.00]  lamido
[09:23.26]  de
[09:23.48]  patas
[09:23.88]  es
[09:24.22]  hongo.
[09:24.86]  Y
[09:25.02]  sería
[09:25.20]  mentirte
[09:25.84]  decirte
[09:26.26]  que
[09:26.40]  sí.
[09:26.86]  Te
[09:26.98]  voy
[09:27.20]  a
[09:27.28]  dar
[09:27.58]  tres
[09:27.98]  preguntas.
[09:29.08]  Señal
[09:29.34]  número
[09:29.74]  1.
[09:30.22]  El
[09:30.44]  olor.
[09:31.04]  Que
[09:31.16]  ya
[09:31.34]  la
[09:31.48]  hiciste.
[09:32.26]  Si
[09:32.38]  sentiste
[09:32.86]  ese
[09:33.06]  aroma
[09:33.40]  a
[09:33.76]  snack
[09:34.04]  de
[09:34.28]  maíz,
[09:34.98]  a
[09:35.10]  queso
[09:35.34]  viejo,
[09:36.10]  y
[09:36.16]  ves
[09:36.36]  el
[09:36.60]  pelito
[09:36.94]  teñido
[09:37.36]  de
[09:37.56]  marrón
[09:37.92]  rojizo
[09:38.42]  alrededor
[09:38.98]  de
[09:39.16]  los
[09:39.34]  dedos,
[09:40.00]  el
[09:40.22]  hongo
[09:40.46]  es
[09:40.88]  protagonista.
[09:41.96]  Seguro.
[09:42.58]  Caso
[09:43.12]  hongo
[09:43.46]  confirmado.
[09:44.52]  Señal
[09:44.74]  número
[09:45.06]  2.
[09:45.78]  Desde
[09:46.12]  cuándo
[09:46.70]  pasa
[09:47.02]  y
[09:47.38]  con
[09:47.74]  qué
[09:47.90]  ritmo.
[09:48.36]  Si
[09:48.78]  tu
[09:49.00]  perro
[09:49.18]  se
[09:49.36]  lame
[09:49.56]  las
[09:49.94]  cuatro
[09:50.30]  patas,
[09:51.06]  y
[09:51.12]  además
[09:51.40]  se
[09:51.62]  raska
[09:51.86]  la
[09:52.12]  cara,
[09:52.68]  se
[09:52.86]  sacude
[09:53.14]  las
[09:53.36]  orejas,
[09:54.08]  se
[09:54.22]  mordisquea
[09:54.76]  la
[09:54.94]  ingle,
[09:55.66]  y
[09:55.82]  todo
[09:55.98]  esto
[09:56.28]  empeora
[09:56.64]  en
[09:56.86]  ciertas
[09:57.22]  épocas
[09:57.58]  del
[09:57.80]  año,
[09:58.28]  o
[09:58.42]  después
[09:58.72]  de
[09:58.90]  comer
[09:59.20]  cierto
[09:59.60]  alimento.
[10:00.62]  Entonces,
[10:01.36]  ahí
[10:01.56]  hay
[10:01.76]  un
[10:01.98]  componente
[10:02.36]  de
[10:02.52]  alergia
[10:02.88]  de
[10:03.14]  fondo
[10:03.38]  que
[10:03.78]  está
[10:03.98]  adivinitando
[10:04.60]  la
[10:04.82]  piel
[10:05.06]  y
[10:05.42]  alimentando
[10:06.06]  al
[10:06.22]  hongo.
[10:06.78]  Y
[10:06.98]  ojo,
[10:07.50]  no
[10:07.66]  es
[10:07.86]  una
[10:08.10]  cosa
[10:08.44]  o
[10:08.78]  la
[10:09.00]  otra.
[10:09.52]  Muy
[10:09.74]  seguido
[10:10.10]  van
[10:10.28]  juntos.
[10:11.20]  La
[10:11.32]  alergia
[10:11.74]  inflama
[10:12.30]  y
[10:12.60]  debilita
[10:13.02]  la
[10:13.26]  piel.
[10:13.78]  Le
[10:13.92]  abre
[10:14.10]  la
[10:14.36]  puerta.
[10:15.00]  Y
[10:15.14]  el
[10:15.24]  hongo
[10:15.46]  entra
[10:15.88]  y
[10:16.24]  hace
[10:16.44]  la
[10:16.68]  fiesta.
[10:17.00]  A
[10:17.52]  estos
[10:17.92]  perros
[10:18.36]  hay
[10:18.64]  que
[10:18.82]  atacarlos
[10:19.36]  por
[10:19.60]  los
[10:19.82]  dos
[10:20.02]  frentes.
[10:20.68]  Señal
[10:21.06]  número
[10:21.46]  3.
[10:22.02]  Y
[10:22.02]  esta,
[10:22.88]  grabátele
[10:23.34]  a
[10:23.44]  fuego,
[10:23.94]  porque
[10:24.10]  es
[10:24.54]  la
[10:24.84]  más
[10:25.06]  importante.
[10:25.88]  ¿Es
[10:26.36]  una
[10:26.64]  sola
[10:26.86]  pata?
[10:27.50]  Se
[10:27.94]  lame
[10:28.36]  obsesivamente
[10:29.36]  una
[10:29.80]  patita
[10:30.20]  en
[10:30.50]  particular.
[10:31.44]  Empezó
[10:31.78]  de
[10:31.96]  golpe
[10:32.28]  de
[10:32.60]  un
[10:32.80]  día
[10:32.98]  para
[10:33.18]  el
[10:33.36]  otro,
[10:33.84]  y
[10:34.04]  encima
[10:34.38]  no
[10:34.76]  la
[10:34.94]  apoya
[10:35.20]  bien.
[10:35.86]  Cojea,
[10:36.60]  la
[10:36.76]  levanta.
[10:37.58]  Presta
[10:37.90]  atención,
[10:38.52]  porque
[10:38.70]  ese
[10:38.88]  patrón
[10:39.50]  no
[10:39.72]  es
[10:39.88]  el
[10:40.04]  del
[10:40.18]  hongo.
[10:40.80]  El
[10:40.98]  hongo
[10:41.20]  es
[10:41.42]  lento,
[10:42.00]  va
[10:42.16]  de
[10:42.28]  a
[10:42.46]  poco,
[10:43.08]  y
[10:43.18]  casi
[10:43.40]  siempre
[10:43.78]  agarra
[10:44.10]  varias
[10:44.50]  patas
[10:44.78]  a
[10:44.94]  la
[10:45.04]  vez.
[10:45.64]  No
[10:45.80]  una
[10:46.04]  sola.
[10:46.30]  Un
[10:46.78]  lamido
[10:47.20]  súbito,
[10:48.04]  feroz,
[10:48.82]  concentrado
[10:49.34]  en
[10:49.60]  una
[10:49.86]  única
[10:50.22]  pata.
[10:51.00]  Eso
[10:51.12]  es
[10:51.46]  otra
[10:51.66]  cosa
[10:51.98]  completamente
[10:52.84]  distinta.
[10:53.74]  Y
[10:53.84]  puede
[10:54.04]  ser
[10:54.38]  una
[10:54.64]  urgencia.
[10:55.88]  Anotamentalmente
[10:56.40]  tu
[10:56.60]  combinación.
[10:57.58]  Solo
[10:57.76]  la
[10:57.98]  señal
[10:58.24]  1
[10:58.54]  es
[10:59.04]  hongo.
[10:59.78]  Seguí
[11:00.04]  el
[11:00.24]  plan
[11:00.34]  que
[11:00.52]  te
[11:00.68]  doy.
[11:01.22]  La
[11:01.42]  1
[11:01.74]  y
[11:01.94]  la
[11:02.06]  2
[11:02.24]  juntas.
[11:03.04]  Es
[11:03.34]  hongo
[11:03.74]  con
[11:04.00]  alergia
[11:04.34]  de
[11:04.56]  fondo.
[11:05.20]  Mismo
[11:05.52]  plan
[11:05.86]  más
[11:06.14]  lo
[11:06.30]  que
[11:06.46]  agrego
[11:06.66]  al
[11:06.82]  final.
[11:07.42]  La
[11:07.56]  señal
[11:07.88]  3.
[11:08.58]  Presta
[11:09.00]  muchísima
[11:09.68]  atención
[11:10.24]  a
[11:10.46]  lo
[11:10.58]  que
[11:10.72]  viene
[11:10.86]  ahora,
[11:11.46]  porque
[11:11.74]  es
[11:11.96]  para
[11:12.14]  vos.
[11:12.58]  Esto
[11:13.04]  casi
[11:13.44]  ningún
[11:13.84]  video
[11:14.20]  te
[11:14.38]  lo
[11:14.52]  dice.
[11:14.74]  Y
[11:15.16]  para
[11:15.38]  mí
[11:15.60]  es
[11:15.78]  lo
[11:15.92]  más
[11:16.30]  importante
[11:16.76]  que
[11:16.94]  te
[11:17.10]  vas
[11:17.26]  a
[11:17.32]  llevar
[11:17.54]  hoy.
[11:18.24]  Si
[11:18.32]  tu
[11:18.60]  perro
[11:18.86]  empezó
[11:19.24]  a
[11:19.36]  lamarse
[11:19.90]  una
[11:20.34]  sola
[11:20.64]  pata,
[11:21.16]  de
[11:21.38]  golpe,
[11:22.02]  de
[11:22.16]  manera
[11:22.36]  obsesiva,
[11:23.30]  y
[11:23.40]  cuando
[11:23.68]  revisas
[11:24.10]  con
[11:24.34]  cuidado,
[11:24.96]  ves
[11:25.04]  entre
[11:25.36]  los
[11:25.60]  dedos
[11:25.86]  un
[11:26.14]  bultito,
[11:26.98]  una
[11:27.12]  hinchazón,
[11:28.06]  un
[11:28.22]  enrojecimiento
[11:29.04]  muy
[11:29.36]  localizado,
[11:30.34]  o
[11:30.50]  peor,
[11:31.14]  un
[11:31.26]  abujerito
[11:31.78]  que
[11:31.96]  supura,
[11:32.96]  presta
[11:33.06]  atención,
[11:33.94]  porque
[11:34.24]  puede
[11:34.50]  haber
[11:34.70]  algo
[11:34.94]  clavado
[11:35.64]  ahí
[11:35.94]  adentro.
[11:36.66]  En
[11:36.86]  muchos
[11:37.18]  lugares,
[11:37.80]  sobre
[11:38.00]  todo
[11:38.22]  con
[11:38.48]  pasto
[11:38.86]  alto,
[11:39.46]  hay
[11:39.58]  unas
[11:39.80]  espigas,
[11:40.54]  unas
[11:40.80]  semillas
[11:41.16]  con
[11:41.46]  forma
[11:41.68]  de
[11:41.92]  flechita,
[11:42.72]  que
[11:42.76]  se
[11:43.02]  meten
[11:43.24]  entre
[11:43.48]  los
[11:43.70]  dedos
[11:43.88]  del
[11:44.14]  perro,
[11:44.56]  y
[11:44.90]  migran
[11:45.30]  hacia
[11:45.54]  dentro
[11:45.86]  del
[11:46.02]  cuerpo
[11:46.38]  como
[11:46.70]  una
[11:47.00]  aguja.
[11:47.82]  No
[11:47.98]  se
[11:48.16]  ven
[11:48.30]  desde
[11:48.50]  afuera,
[11:49.26]  y
[11:49.34]  pueden
[11:49.58]  causar
[11:50.02]  un
[11:50.20]  absceso
[11:50.80]  o
[11:50.98]  una
[11:51.24]  infección
[11:51.68]  seria.
[11:52.46]  Eso
[11:52.68]  no
[11:52.84]  se
[11:53.02]  arregla
[11:53.30]  con
[11:53.56]  ningún
[11:53.90]  baño
[11:54.20]  casero.
[11:55.02]  Eso
[11:55.14]  es
[11:55.30]  veterinario,
[11:56.38]  hoy.
[11:56.86]  Y
[11:57.04]  hay
[11:57.26]  otras
[11:57.46]  banderas
[11:57.84]  rojas.
[11:58.54]  Si
[11:58.72]  además
[11:59.24]  de
[11:59.54]  lamarse,
[12:00.34]  tu
[12:00.46]  perro
[12:00.76]  cojea
[12:01.38]  o
[12:01.50]  no
[12:01.78]  apoya
[12:02.12]  la
[12:02.36]  pata,
[12:03.08]  puede
[12:03.16]  ser
[12:03.42]  dolor,
[12:04.18]  una
[12:04.36]  uña
[12:04.56]  partida,
[12:05.36]  algo
[12:05.60]  en
[12:05.72]  la
[12:05.86]  articulación,
[12:06.82]  si
[12:07.02]  la
[12:07.20]  zona
[12:07.36]  está
[12:07.74]  muy
[12:08.06]  caliente
[12:08.64]  comparada
[12:09.20]  con
[12:09.40]  las
[12:09.58]  otras
[12:09.86]  patas,
[12:10.60]  muy
[12:10.80]  hinchada,
[12:11.64]  o
[12:11.74]  si
[12:11.88]  le
[12:12.08]  duele
[12:12.32]  que
[12:12.48]  se
[12:12.58]  la
[12:12.82]  toques
[12:13.10]  y
[12:13.30]  se
[12:13.56]  queja,
[12:13.88]  si
[12:14.30]  de
[12:14.46]  repente
[12:14.84]  aparece
[12:15.22]  un
[12:15.48]  bulto
[12:15.84]  que
[12:16.04]  antes
[12:16.34]  no
[12:16.62]  estaba,
[12:17.26]  o
[12:17.38]  si
[12:17.52]  el
[12:17.60]  lamido
[12:17.90]  viene
[12:18.12]  con
[12:18.36]  decaimiento,
[12:19.26]  falta
[12:19.58]  de
[12:19.76]  apetito,
[12:20.54]  fiebre,
[12:21.40]  ninguna
[12:21.66]  de
[12:21.96]  esas
[12:22.18]  se
[12:22.48]  soluciona
[12:22.90]  en
[12:23.10]  casa.
[12:23.76]  En
[12:23.84]  esos
[12:24.08]  casos,
[12:24.84]  el
[12:24.94]  mejor
[12:25.24]  remedio
[12:25.62]  del
[12:25.82]  mundo
[12:26.08]  es
[12:26.38]  agarrar
[12:26.76]  el
[12:26.90]  teléfono
[12:27.38]  y
[12:27.58]  pedir
[12:27.82]  un
[12:28.08]  turno.
[12:28.94]  Reconocer
[12:29.50]  cuando
[12:29.82]  un
[12:30.10]  problema
[12:30.52]  ya
[12:30.86]  no
[12:31.00]  es
[12:31.16]  casero
[12:31.66]  también
[12:32.08]  es
[12:32.24]  cuidar
[12:32.54]  a
[12:32.62]  tu
[12:32.74]  perro.
[12:33.70]  Aclarado
[12:34.22]  esto,
[12:34.76]  que
[12:34.76]  era
[12:34.94]  fundamental,
[12:36.04]  volvamos
[12:36.38]  a
[12:36.52]  la
[12:36.60]  mayoría
[12:36.92]  de
[12:37.12]  los
[12:37.32]  casos,
[12:37.86]  los
[12:38.08]  del
[12:38.28]  hongo,
[12:38.88]  que
[12:39.04]  sí
[12:39.34]  tienen
[12:39.62]  solución
[12:40.08]  en
[12:40.24]  tu
[12:40.40]  casa.
[12:40.66]  Ahora,
[12:41.58]  una
[12:41.84]  pregunta
[12:42.24]  que
[12:42.44]  a
[12:42.62]  esta
[12:42.70]  altura
[12:43.02]  te
[12:43.36]  tenés
[12:43.46]  que
[12:43.62]  estar
[12:43.80]  haciendo,
[12:44.54]  si
[12:44.78]  este
[12:45.12]  hongo
[12:45.44]  vive
[12:45.80]  en
[12:45.96]  la
[12:46.18]  piel
[12:46.50]  de
[12:47.00]  todos
[12:47.28]  los
[12:47.58]  perros,
[12:48.14]  ¿por
[12:48.38]  qué
[12:48.52]  en
[12:48.78]  tuyo
[12:48.98]  la
[12:49.20]  tiene
[12:49.36]  descontrolada
[12:50.34]  y
[12:50.62]  el
[12:50.78]  del
[12:50.94]  vecino
[12:51.48]  está
[12:51.78]  perfecto?
[12:52.64]  Acá
[12:52.94]  te
[12:53.14]  voy
[12:53.26]  a
[12:53.34]  ser
[12:53.58]  bien
[12:53.86]  honesto,
[12:54.72]  porque
[12:54.84]  sobre
[12:55.12]  este
[12:55.42]  tema
[12:55.74]  vas
[12:56.00]  a
[12:56.22]  escuchar
[12:56.58]  explicaciones
[12:57.34]  medio
[12:57.80]  mágicas.
[12:58.64]  La
[12:58.78]  verdad
[12:59.20]  es
[12:59.52]  más
[12:59.82]  simple,
[13:00.54]  el
[13:00.72]  hongo
[13:00.86]  se
[13:01.10]  descontrola
[13:01.82]  cuando
[13:02.12]  se
[13:02.46]  rompe
[13:02.80]  el
[13:03.10]  equilibrio
[13:03.62]  de
[13:03.80]  la
[13:03.96]  piel
[13:04.08]  de
[13:04.28]  tu
[13:04.46]  perro,
[13:05.04]  cuando
[13:05.36]  cambia
[13:05.80]  lo
[13:05.98]  que
[13:06.08]  yo
[13:06.30]  llamo
[13:06.66]  el
[13:07.02]  terreno,
[13:07.82]  y
[13:07.98]  ese
[13:08.20]  terreno
[13:08.60]  lo
[13:08.94]  definen
[13:09.40]  dos
[13:09.72]  cosas,
[13:10.14]  las
[13:10.64]  defensas
[13:11.14]  de
[13:11.26]  tu
[13:11.44]  perro
[13:11.86]  y
[13:12.08]  su
[13:12.26]  alimentación.
[13:13.34]  Pensalo
[13:13.64]  como
[13:13.86]  un
[13:14.04]  jardín,
[13:14.88]  si
[13:14.98]  tenés
[13:15.26]  un
[13:15.40]  jardín
[13:15.86]  sano
[13:16.30]  y
[13:16.64]  fuerte,
[13:17.52]  con
[13:17.60]  la
[13:17.80]  tierra
[13:18.04]  equilibrada,
[13:19.04]  un
[13:19.22]  yuyo
[13:19.66]  no
[13:19.96]  logra
[13:20.28]  invadirlo,
[13:21.14]  pero
[13:21.32]  si
[13:21.50]  el
[13:21.64]  terreno
[13:21.94]  está
[13:22.22]  débil,
[13:22.88]  pelado,
[13:23.70]  el
[13:23.78]  primer
[13:24.10]  yuyo
[13:24.42]  que
[13:24.64]  llega
[13:24.94]  toma
[13:25.36]  todo,
[13:26.20]  la
[13:26.36]  piel
[13:26.56]  de
[13:26.74]  tu
[13:26.88]  perro
[13:27.30]  es
[13:27.54]  ese
[13:27.74]  jardín,
[13:28.46]  y
[13:28.58]  el
[13:28.74]  hongo
[13:29.04]  es
[13:29.40]  el
[13:29.56]  yuyo.
[13:30.28]  ¿Qué
[13:30.42]  debilita
[13:30.86]  el
[13:31.02]  terreno?
[13:31.74]  Primero
[13:32.08]  las
[13:32.30]  alergias,
[13:33.12]  que
[13:33.28]  mantienen
[13:33.68]  la
[13:33.92]  piel
[13:34.06]  inflamada
[13:34.74]  y
[13:35.02]  con
[13:35.14]  las
[13:35.34]  defensas
[13:35.72]  bajas,
[13:36.48]  y
[13:36.64]  segundo,
[13:37.72]  enorme,
[13:38.14]  la
[13:38.28]  alimentación.
[13:39.14]  Muchísimos
[13:40.16]  alimentos
[13:40.64]  balanceados
[13:41.34]  secos,
[13:42.18]  para
[13:42.28]  tener
[13:42.52]  esa
[13:42.76]  forma
[13:43.04]  de
[13:43.22]  bolita
[13:43.56]  crocante,
[13:44.66]  necesitan
[13:44.94]  una
[13:45.12]  base
[13:45.42]  grande
[13:45.84]  de
[13:46.00]  almidones,
[13:46.94]  maíz,
[13:47.84]  trigo,
[13:48.54]  arroz,
[13:49.36]  papa,
[13:49.98]  arvejas,
[13:50.86]  y
[13:51.02]  el
[13:51.20]  cuerpo
[13:51.48]  de
[13:51.70]  tu
[13:51.82]  perro
[13:52.36]  transforma
[13:52.90]  esos
[13:53.12]  almidones
[13:53.70]  en
[13:54.00]  azúcar.
[13:54.78]  ¿Y
[13:54.98]  sabes
[13:55.16]  cuál
[13:55.34]  es
[13:55.48]  la
[13:55.64]  comida
[13:55.88]  favorita
[13:56.42]  de
[13:56.66]  casi
[13:57.04]  todos
[13:57.32]  los
[13:57.58]  hongos
[13:57.84]  y
[13:57.94]  levaduras
[13:58.34]  del
[13:58.56]  mundo?
[13:59.22]  El
[13:59.44]  azúcar.
[14:00.28]  Una
[14:00.44]  dieta
[14:00.80]  muy
[14:01.14]  cargada
[14:01.52]  de
[14:01.68]  almidón,
[14:02.38]  día
[14:02.58]  tras
[14:02.82]  día,
[14:03.40]  es
[14:03.56]  como
[14:03.76]  estar
[14:03.98]  abonándole
[14:04.50]  el
[14:04.64]  jardín
[14:04.98]  al
[14:05.12]  yuyo.
[14:05.78]  No
[14:05.94]  te
[14:06.12]  digo
[14:06.28]  esto
[14:06.56]  para
[14:06.80]  asustarte,
[14:07.48]  ni
[14:07.82]  para
[14:08.08]  que
[14:08.26]  tires
[14:08.40]  el
[14:08.64]  balanceado
[14:09.16]  a
[14:09.26]  la
[14:09.40]  basura.
[14:09.86]  Te
[14:09.96]  lo
[14:10.12]  digo
[14:10.28]  para
[14:10.54]  que
[14:10.82]  entiendas
[14:11.36]  que
[14:11.52]  si
[14:11.90]  solo
[14:12.24]  atacas
[14:12.88]  la
[14:13.14]  pata
[14:13.38]  por
[14:13.68]  afuera,
[14:14.32]  pero
[14:14.50]  no
[14:14.82]  tocas
[14:15.24]  en
[14:15.44]  terreno
[14:15.72]  de
[14:15.92]  adentro,
[14:16.64]  el
[14:16.80]  hongo
[14:17.02]  se
[14:17.34]  va
[14:17.46]  un
[14:17.66]  tiempito
[14:18.22]  y
[14:18.58]  vuelve
[14:18.96]  el
[14:19.06]  mes
[14:19.22]  que
[14:19.44]  viene.
[14:20.06]  Por
[14:20.30]  eso,
[14:20.96]  la
[14:21.10]  cura
[14:21.38]  de
[14:21.52]  verdad
[14:21.84]  tiene
[14:22.26]  dos
[14:22.68]  tiempos
[14:23.12]  que
[14:23.22]  van
[14:23.40]  juntos,
[14:24.22]  el
[14:24.40]  de
[14:24.62]  afuera
[14:25.02]  y
[14:25.30]  el
[14:25.44]  de
[14:25.62]  adentro.
[14:26.42]  Tiempo
[14:26.70]  1,
[14:27.32]  el
[14:27.52]  alivio
[14:28.12]  inmediato.
[14:29.16]  Lo
[14:29.28]  que
[14:29.46]  podés
[14:29.78]  empezar
[14:30.22]  hoy,
[14:31.08]  esta
[14:31.16]  misma
[14:31.48]  noche,
[14:32.30]  el
[14:32.40]  objetivo
[14:32.76]  es
[14:33.14]  sacarle
[14:33.60]  la
[14:33.80]  picazón
[14:34.30]  y
[14:34.62]  matar
[14:34.98]  el
[14:35.18]  hongo
[14:35.36]  de
[14:35.56]  la
[14:35.78]  superficie.
[14:36.52]  Resulta
[14:37.18]  que
[14:37.32]  este
[14:37.58]  hongo
[14:37.94]  no
[14:38.36]  soporta
[14:38.88]  los
