[00:00.17]  Hay
[08:41.89]  los
[08:42.07]  anos,
[08:42.61]  en
[08:42.78]  vez
[08:43.04]  de
[08:43.19]  arruinarla,
[08:44.37]  la
[08:44.40]  hace
[08:44.81]  más
[08:45.21]  linda.
[08:46.28]  Eso
[08:46.45]  no
[08:46.55]  lo
[08:46.74]  hace
[08:47.10]  ninguna
[08:47.77]  madera
[08:48.33]  de
[08:48.53]  corralón.
[08:49.88]  Ahora
[08:50.07]  te
[08:50.23]  voy
[08:50.47]  a
[08:50.54]  contar
[08:51.05]  la
[08:51.18]  parte
[08:51.57]  de
[08:51.73]  la
[08:51.92]  historia
[08:52.39]  que
[08:52.77]  casi
[08:53.10]  nadie
[08:53.60]  conoce.
[08:54.44]  Y
[08:54.56]  es
[08:54.62]  una
[08:54.88]  historia
[08:55.75]  argentina
[08:56.72]  de
[08:56.93]  sangre
[08:57.58]  y
[08:57.69]  de
[08:57.90]  plata.
[08:59.04]  A
[08:59.21]  fines
[08:59.38]  del
[08:59.65]  1800,
[09:00.87]  alguien
[09:01.29]  descubrió
[09:01.89]  que
[09:02.04]  ese
[09:02.48]  veneno
[09:02.66]  de
[09:02.79]  adentro
[09:03.24]  del
[09:03.42]  quebracho
[09:04.01]  colorado,
[09:04.74]  el
[09:04.91]  tanino,
[09:05.68]  servía
[09:06.45]  para
[09:06.88]  curtir
[09:07.58]  el
[09:07.79]  cuero,
[09:08.60]  para
[09:08.78]  convertir
[09:09.26]  la
[09:09.39]  piel
[09:09.67]  de
[09:09.80]  un
[09:09.93]  animal
[09:10.43]  en
[09:10.52]  cuero
[09:11.45]  que
[09:11.52]  dura.
[09:12.30]  Y
[09:12.41]  el
[09:12.43]  quebracho
[09:13.03]  tenía
[09:13.44]  más
[09:13.71]  tanino
[09:14.11]  que
[09:14.36]  ninguna
[09:15.09]  otra
[09:15.24]  madera
[09:15.78]  del
[09:16.05]  planeta.
[09:17.16]  De
[09:17.34]  golpe,
[09:18.11]  ese
[09:18.33]  árbol
[09:18.66]  que
[09:18.84]  estaba
[09:19.21]  ahí
[09:19.49]  tirado
[09:20.01]  en
[09:20.05]  el
[09:20.24]  monte
[09:20.75]  chaqueño
[09:21.65]  valía
[09:22.26]  oro.
[09:22.80]  Y
[09:22.98]  llegó
[09:23.26]  la
[09:23.45]  industria.
[09:24.80]  Una
[09:24.98]  empresa
[09:25.37]  enorme,
[09:25.99]  La
[09:26.13]  Forestal,
[09:26.92]  se
[09:27.31]  hizo
[09:27.76]  dueña
[09:28.02]  de
[09:28.17]  millones
[09:28.77]  de
[09:28.96]  hectáreas
[09:29.68]  de
[09:29.83]  monte
[09:30.21]  en
[09:30.51]  el
[09:30.61]  Chaco.
[09:31.40]  Pueblos
[09:31.65]  enteros
[09:32.11]  que
[09:32.31]  vivían
[09:32.78]  de
[09:32.91]  voltear
[09:33.64]  quebrachos
[09:34.19]  y
[09:34.26]  hervir
[09:34.71]  la
[09:34.86]  madera
[09:35.31]  para
[09:35.61]  sacarle
[09:36.14]  el
[09:36.49]  tanino.
[09:37.32]  Fábricas,
[09:38.12]  vías
[09:38.52]  de
[09:38.68]  tren
[09:39.07]  metidas
[09:39.58]  en
[09:39.74]  el
[09:40.09]  monte
[09:40.31]  solo
[09:40.65]  para
[09:40.96]  sacar
[09:41.38]  los
[09:41.60]  rollizos.
[09:42.84]  Durante
[09:43.19]  décadas,
[09:44.04]  Argentina
[09:44.74]  le
[09:44.90]  dio
[09:45.17]  tanino
[09:45.68]  al
[09:45.73]  mundo
[09:46.08]  entero
[09:46.55]  sacado
[09:47.06]  de
[09:47.20]  esta
[09:47.79]  madera.
[09:48.56]  Pero
[09:48.74]  fíjate
[09:49.38]  la
[09:49.57]  ironía.
[09:50.76]  Voltearon
[09:51.34]  millones
[09:52.05]  de
[09:52.22]  quebrachos,
[09:53.55]  árboles
[09:53.96]  de
[09:54.17]  cientos
[09:54.60]  de
[09:54.74]  años
[09:55.10]  para
[09:55.36]  sacarles
[09:56.07]  el
[09:56.08]  jugo.
[09:57.24]  Y
[09:57.42]  cuando
[09:57.69]  el
[09:57.88]  monte
[09:58.41]  se
[09:58.54]  agotó,
[09:59.32]  cuando
[10:00.08]  ya
[10:00.13]  casi
[10:00.48]  no
[10:00.65]  quedaban
[10:01.21]  quebrachos
[10:02.19]  grandes,
[10:03.16]  la
[10:03.34]  empresa
[10:04.01]  se
[10:04.24]  fue.
[10:05.33]  Levanto
[10:05.79]  las
[10:06.06]  vías,
[10:06.69]  cerro
[10:07.14]  las
[10:07.41]  fábricas
[10:08.24]  y
[10:08.33]  dejo
[10:08.71]  los
[10:09.00]  pueblos
[10:09.66]  vacíos.
[10:10.88]  Se
[10:11.05]  llevaron
[10:11.33]  en
[10:11.46]  décadas
[10:12.05]  lo
[10:12.11]  que
[10:12.31]  la
[10:12.48]  naturaleza
[10:13.14]  había
[10:13.83]  tardado
[10:14.70]  siglos
[10:15.44]  en
[10:15.83]  hacer.
[10:16.56]  Y
[10:16.68]  hubo
[10:16.76]  gente
[10:17.16]  en
[10:17.32]  el
[10:17.48]  medio,
[10:18.04]  no
[10:18.20]  te
[10:18.39]  olvides,
[10:19.00]  los
[10:19.45]  hacheros,
[10:20.27]  los
[10:20.53]  hombres
[10:21.04]  que
[10:21.49]  volteaban
[10:21.92]  esos
[10:22.11]  árboles
[10:22.87]  gigantes
[10:23.75]  con
[10:23.94]  hacha
[10:24.42]  a
[10:24.77]  mano
[10:24.90]  en
[10:25.09]  el
[10:25.33]  monte,
[10:26.03]  con
[10:26.32]  un
[10:26.87]  calor
[10:27.00]  de
[10:27.23]  infierno
[10:28.01]  por
[10:28.60]  monedas.
[10:29.79]  Vivían
[10:30.26]  en
[10:30.43]  pueblos
[10:30.86]  que
[10:31.05]  la
[10:31.45]  empresa
[10:31.68]  levantaba
[10:32.31]  de
[10:32.49]  la
[10:32.66]  nada.
[10:33.65]  Compraban
[10:34.08]  en
[10:34.21]  el
[10:34.34]  almacén
[10:34.87]  de
[10:35.00]  la
[10:35.13]  empresa,
[10:35.84]  cobraban
[10:36.57]  en
[10:36.75]  bales
[10:37.19]  de
[10:37.45]  la
[10:37.56]  empresa.
[10:38.44]  Y
[10:38.61]  cuando
[10:38.68]  el
[10:38.80]  quebracho
[10:39.36]  se
[10:39.48]  acabó
[10:39.85]  y
[10:39.91]  la
[10:40.12]  empresa
[10:40.52]  se
[10:40.90]  fue,
[10:41.52]  esos
[10:41.85]  pueblos
[10:42.25]  quedaron
[10:42.84]  vacíos,
[10:44.00]  fantasmas
[10:44.88]  en
[10:45.17]  medio
[10:45.72]  de
[10:45.96]  un
[10:46.25]  monte
[10:46.89]  pelado.
[10:48.12]  Todavía
[10:48.67]  están
[10:49.32]  ahí
[10:49.60]  algunos
[10:50.28]  con
[10:50.54]  las
[10:50.97]  vías
[10:51.16]  oxidadas
[10:51.90]  y
[10:51.99]  las
[10:52.26]  casas
[10:52.73]  caídas.
[10:53.88]  Un
[10:54.06]  monumento
[10:54.52]  silencioso
[10:55.29]  a
[10:55.36]  lo
[10:55.51]  que
[10:55.74]  pasa
[10:56.13]  cuando
[10:56.68]  se
[10:56.77]  saca
[10:57.17]  todo
[10:57.68]  y
[10:57.76]  no
[10:57.92]  se
[10:58.07]  devuelve
[10:58.83]  nada.
[11:00.28]  Y
[11:00.37]  esa
[11:00.54]  es
[11:00.71]  la
[11:00.88]  primera
[11:01.48]  lección
[11:02.16]  dura
[11:02.49]  de
[11:02.67]  esta
[11:03.09]  madera.
[11:04.04]  Un
[11:04.20]  árbol
[11:04.42]  que
[11:04.64]  tarda
[11:04.99]  100
[11:05.67]  años
[11:06.04]  en
[11:06.18]  crecer
[11:06.89]  y
[11:06.96]  que
[11:07.17]  dura
[11:07.45]  otros
[11:07.81]  100,
[11:08.63]  no
[11:08.93]  se
[11:08.99]  puede
[11:09.35]  tratar
[11:09.96]  como
[11:10.13]  si
[11:10.30]  fuera
[11:10.75]  pino.
[11:11.40]  Lo
[11:11.61]  que
[11:11.93]  se
[11:12.22]  agota,
[11:12.87]  se
[11:13.08]  agota.
[11:14.16]  Guárdate
[11:14.86]  eso
[11:15.16]  también,
[11:16.18]  porque
[11:17.01]  vuelve
[11:17.40]  al
[11:17.60]  final.
[11:18.68]  Volvamos
[11:19.12]  al
[11:19.28]  campo,
[11:19.85]  a
[11:19.93]  como
[11:20.25]  se
[11:20.51]  usaba
[11:20.81]  antes
[11:21.40]  de
[11:21.57]  todo
[11:21.84]  eso.
[11:22.72]  Durante
[11:23.09]  siglos,
[11:23.76]  esta
[11:24.03]  madera
[11:24.43]  fue
[11:24.63]  la
[11:24.80]  que
[11:24.98]  sostenía
[11:25.57]  la
[11:25.65]  vida
[11:26.00]  rural.
[11:27.09]  Miles
[11:27.29]  y
[11:27.36]  miles
[11:27.73]  de
[11:27.86]  kilómetros
[11:28.75]  de
[11:28.81]  postes
[11:29.25]  de
[11:29.38]  quebracho
[11:30.03]  en
[11:30.17]  Andubay
[11:31.00]  y
[11:31.17]  algo
[11:31.32]  más
[11:31.74]  lindo
[11:32.26]  todavía,
[11:33.29]  las
[11:33.85]  cercas
[11:34.25]  vivas.
[11:35.00]  Plantaban
[11:35.37]  los
[11:35.56]  árboles
[11:36.06]  espinosos
[11:36.68]  pegados
[11:37.26]  uno
[11:37.46]  al
[11:37.85]  lado
[11:37.97]  del
[11:38.23]  otro
[11:38.80]  y
[11:38.91]  crecían
[11:39.16]  formando
[11:39.66]  una
[11:39.84]  muralla
[11:40.27]  verde
[11:40.63]  que
[11:40.80]  ningún
[11:41.65]  animal
[11:42.21]  cruzaba.
[11:43.08]  Un
[11:43.25]  cerco
[11:43.51]  que
[11:43.78]  estaba
[11:44.33]  vivo,
[11:44.92]  que
[11:45.20]  se
[11:45.41]  reparaba
[11:45.97]  solo,
[11:46.36]  que
[11:46.58]  duraba
[11:47.05]  generaciones
[11:48.20]  y
[11:48.37]  que
[11:48.41]  no
[11:48.62]  costaba
[11:49.40]  casi
[11:49.77]  nada,
[11:50.45]  solo
[11:51.05]  tiempo
[11:51.45]  y
[11:51.55]  paciencia.
[11:53.08]  Los
[11:53.26]  mismos
[11:53.54]  indios
[11:53.98]  Osage,
[11:54.52]  que
[11:54.66]  te
[11:54.76]  nombré,
[11:55.44]  hacían
[11:55.97]  eso
[11:56.12]  con
[11:56.31]  su
[11:56.49]  madera
[11:57.00]  en
[11:57.14]  el
[11:57.17]  arco,
[11:57.63]  antes
[11:58.04]  del
[11:58.30]  alambre,
[11:59.05]  kilómetros
[11:59.96]  de
[12:00.13]  cercas
[12:00.63]  vivas
[12:01.04]  por
[12:01.29]  toda
[12:01.59]  la
[12:01.95]  pradera.
[12:02.96]  Y
[12:03.13]  acá
[12:03.21]  viene
[12:03.66]  el
[12:03.84]  quiebre.
[12:04.96]  Presta
[12:05.40]  atención.
[12:06.92]  A
[12:07.09]  fines
[12:07.22]  del
[12:07.47]  1800,
[12:08.64]  junto
[12:09.06]  con
[12:09.31]  la
[12:09.72]  fábrica
[12:10.13]  de
[12:10.33]  Tanino,
[12:10.95]  apareció
[12:11.86]  el
[12:11.87]  alambre
[12:12.44]  de
[12:12.60]  Púas,
[12:13.52]  el
[12:13.69]  acero,
[12:14.27]  la
[12:14.48]  industria
[12:15.44]  del
[12:15.78]  reemplazo.
[12:17.28]  De
[12:17.45]  golpe
[12:17.59]  había
[12:18.03]  empresas
[12:18.62]  enormes
[12:19.13]  que
[12:19.35]  vendían
[12:20.07]  alambre,
[12:20.70]  grampas
[12:21.08]  y
[12:21.15]  postes
[12:21.57]  tratados
[12:22.23]  con
[12:22.79]  hímico,
[12:23.35]  postes
[12:23.76]  que
[12:23.98]  se
[12:24.12]  pudren
[12:24.55]  justo
[12:24.89]  a
[12:24.97]  tiempo
[12:25.57]  para
[12:25.66]  que
[12:25.87]  tengas
[12:26.29]  que
[12:26.50]  comprar
[12:27.67]  otros.
[12:28.32]  Un
[12:28.49]  cerco
[12:28.65]  vivo
[12:28.96]  que
[12:29.19]  dura
[12:29.52]  100
[12:30.19]  años
[12:30.60]  o
[12:30.73]  un
[12:31.17]  poste
[12:31.36]  de
[12:31.49]  quebracho
[12:32.08]  que
[12:32.29]  dura
[12:32.48]  más
[12:32.75]  que
[12:33.27]  vos
[12:33.68]  no
[12:33.78]  le
[12:33.85]  sirve
[12:34.16]  a
[12:34.23]  nadie
[12:34.62]  que
[12:34.85]  quiera
[12:35.31]  venderte
[12:35.94]  un
[12:36.08]  cerco
[12:36.57]  nuevo
[12:36.85]  cada
[12:37.16]  15
[12:37.65]  años.
[12:38.52]  Así
[12:38.79]  que
[12:39.14]  de
[12:39.37]  a
[12:39.47]  poco
[12:39.95]  cambiaron
[12:41.01]  la
[12:41.37]  historia.
[12:42.80]  La
[12:42.93]  madera
[12:43.12]  que
[12:43.32]  era
[12:43.52]  el
[12:43.65]  tesoro
[12:44.04]  del
[12:44.24]  campo
[12:44.63]  pasó
[12:44.88]  a
[12:44.96]  ser
[12:45.20]  una
[12:45.60]  plaga,
[12:46.00]  un
[12:46.39]  yuyo,
[12:47.40]  algo
[12:47.57]  feo
[12:47.79]  que
[12:48.05]  había
[12:48.57]  que
[12:48.82]  arrancar.
[12:50.17]  Salieron
[12:50.56]  boletines
[12:51.20]  oficiales
[12:51.83]  pidiendo
[12:52.38]  cortar
[12:52.89]  las
[12:53.01]  cercas
[12:53.43]  vivas,
[12:53.98]  herbicidas
[12:54.95]  para
[12:55.16]  matarlas,
[12:55.88]  la
[12:56.07]  misma
[12:56.54]  jugada
[12:57.10]  de
[12:57.29]  siempre.
[12:58.48]  Cuando
[12:58.69]  algo
[12:58.96]  dura
[12:59.23]  demasiado
[12:59.85]  y
[12:59.90]  sale
[13:00.20]  demasiado
[13:00.76]  poco,
[13:01.33]  no
[13:01.43]  lo
[13:01.58]  prohíben
[13:02.24]  porque
[13:02.66]  no
[13:03.43]  pueden.
[13:04.04]  Simplemente
[13:04.70]  lo
[13:04.84]  hacen
[13:05.24]  quedar
[13:05.71]  mal
[13:05.94]  y
[13:06.04]  dejan
[13:06.32]  de
[13:06.44]  nombrarlo.
[13:07.80]  Hasta
[13:07.98]  que
[13:08.21]  te
[13:08.36]  olvidas
[13:08.97]  de
[13:09.04]  que
[13:09.27]  existió.
[13:10.36]  Pero
[13:10.53]  el
[13:10.68]  quebracho
[13:11.53]  no
[13:11.63]  desapareció,
[13:13.21]  se
[13:13.32]  negó.
[13:14.52]  Todavía
[13:14.91]  hoy
[13:15.13]  hay
[13:15.34]  postes
[13:15.80]  de
[13:15.95]  hace
[13:16.35]  un
[13:16.44]  siglo
[13:17.37]  sentando
[13:17.86]  en
[13:18.02]  el
[13:18.18]  medio
[13:18.59]  del
[13:18.84]  campo
[13:19.25]  callados,
[13:20.12]  torcidos,
[13:21.20]  grises,
[13:22.60]  demostrando
[13:23.80]  que
[13:24.17]  tenían
[13:25.05]  razón
[13:25.81]  todo
[13:26.30]  este
[13:27.55]  tiempo.
[13:27.84]  Bueno,
[13:28.79]  ahora
[13:29.21]  la
[13:29.36]  parte
[13:29.76]  práctica,
[13:30.73]  la
[13:31.00]  que
[13:31.12]  es
[13:31.48]  para
[13:31.65]  tus
[13:31.73]  manos,
[13:32.18]  porque
[13:32.65]  no
[13:32.70]  te
[13:32.85]  traje
[13:33.15]  hasta
[13:33.47]  acá
[13:33.73]  solo
[13:33.99]  para
[13:34.33]  contarte
[13:34.89]  una
[13:35.00]  historia
[13:36.38]  triste.
[13:36.88]  Si
[13:37.03]  vos
[13:37.05]  tenés
[13:37.45]  acceso
[13:37.88]  a
[13:37.95]  una
[13:38.16]  de
[13:38.30]  estas
[13:38.72]  maderas
[13:39.28]  duras,
[13:39.75]  un
[13:39.94]  quebracho,
[13:40.99]  un
[13:41.18]  nandubay,
[13:42.17]  un
[13:42.31]  urunday,
[13:43.25]  un
[13:43.39]  algarrobo
[13:44.23]  viejo,
[13:45.57]  para
[13:45.69]  todo
[13:45.98]  lo
[13:46.12]  que
[13:46.33]  va
[13:46.47]  enterrado
[13:47.12]  o
[13:47.23]  a
[13:47.26]  la
[13:47.44]  intemperie,
[13:48.58]  no
[13:48.81]  existe
[13:49.37]  nada
[13:49.69]  mejor
[13:50.28]  en
[13:50.35]  el
[13:50.64]  mundo,
[13:51.19]  ni
[13:51.40]  tratado,
[13:52.36]  ni
[13:52.57]  importado,
[13:53.74]  ni
[13:54.06]  de
[13:54.16]  plástico.
[13:55.44]  Para
[13:55.61]  los
[13:55.71]  postes
[13:56.10]  del
[13:56.31]  alambrado,
[13:57.08]  para
[13:57.48]  las
[13:57.69]  bases
[13:58.20]  que
[13:58.29]  tocan
[13:58.53]  la
[13:58.66]  tierra,
[13:59.44]  para
[13:59.61]  los
[13:59.75]  pilares
[14:00.26]  de
[14:00.39]  un
[14:00.61]  galpón,
[14:01.27]  para
[14:01.58]  lo
[14:01.77]  que
[14:01.88]  tiene
[14:02.29]  que
[14:02.44]  durar
[14:02.79]  décadas
[14:03.41]  sin
[14:03.62]  que
[14:03.77]  lo
[14:04.08]  toques,
[14:04.91]  esa
[14:05.31]  madera
[14:06.09]  es
[14:06.35]  oro
[14:06.93]  puro
[14:07.32]  y
[14:07.49]  muchas
[14:07.84]  veces
[14:08.23]  la
[14:08.50]  tenés
[14:08.64]  tirada.
[14:09.44]  Un
[14:09.61]  poste
[14:09.80]  viejo
[14:10.20]  que
[14:10.44]  sacaste,
[14:11.27]  una
[14:11.52]  rama
[14:11.95]  caída,
[14:12.68]  madera
[14:13.14]  de
[14:13.32]  recupero
[14:13.96]  de
[14:14.04]  una
[14:14.39]  demolición.
[14:16.36]  Ahora,
[14:16.54]  cómo
[14:17.07]  la
[14:17.36]  reconoces?
[14:19.36]  Grabate
[14:19.64]  estas
[14:19.99]  tres
[14:20.27]  señas
[14:20.68]  porque
[14:21.19]  son
[14:21.31]  infalibles.
[14:22.44]  La
[14:22.62]  primera,
[14:23.37]  el
[14:23.64]  peso,
[14:24.27]  pesa
[14:24.59]  una
[14:24.90]  barbaridad
[14:25.93]  para
[14:26.33]  su
[14:26.54]  tamaño.
[14:27.88]  Si
[14:28.06]  levantas
[14:28.54]  un
[14:28.70]  pedazo
[14:29.22]  y
[14:29.30]  te
[14:29.47]  sorprende
[14:30.23]  lo
[14:30.40]  pesado
[14:30.91]  que
[14:31.17]  es,
[14:31.51]  buena
[14:31.94]  señal.
[14:33.00]  La
[14:33.18]  segunda,
[14:33.83]  si
[14:34.03]  tenés
[14:34.59]  un
[14:34.83]  balde
[14:35.25]  con
[14:35.85]  agua,
[14:36.10]  tirala.
[14:37.20]  La
[14:37.37]  madera
[14:37.69]  común
[14:38.21]  flota.
[14:39.12]  El
[14:39.29]  quebracho
[14:39.82]  de
[14:39.98]  verdad
[14:40.49]  se
[14:40.64]  va
[14:40.80]  para
[14:41.13]  el
[14:41.29]  fondo,
[14:41.97]  se
[14:42.02]  hunde.
[14:43.13]  La
[14:43.15]  poca
[14:43.53]  madera
[14:44.13]  en
[14:44.29]  el
[14:44.48]  mundo
[14:44.96]  hace
[14:45.34]  eso.
[14:46.16]  La
[14:46.34]  tercera,
[14:47.44]  cuando
[14:47.99]  la
[14:48.09]  cortas
[14:48.57]  o
[14:48.65]  la
[14:49.01]  lijas
[14:49.48]  fresca,
[14:50.09]  huele
[14:50.65]  fuerte,
[14:51.42]  atanino,
[14:52.40]  un
[14:52.57]  olor
[14:52.91]  medio
[14:53.36]  dulzón
[14:54.02]  y
[14:54.41]  astringente.
[14:55.40]  Y
[14:55.51]  la
[14:55.58]  beta
[14:55.93]  es
[14:56.14]  densa,
[14:56.87]  oscura,
[14:57.69]  apretada.
[14:59.12]  Si
[14:59.24]  un
[14:59.29]  pedazo
[14:59.72]  del
[14:59.95]  tamaño
[15:00.52]  de
[15:00.68]  tu
[15:00.95]  antebrazo
[15:01.56]  te
[15:01.81]  cuesta
[15:02.08]  levantarlo
[15:02.76]  con
[15:03.09]  una
[15:03.30]  mano,
[15:04.12]  es
[15:04.29]  de
[15:04.52]  las
[15:04.97]  buenas,
[15:06.17]  muy
[15:06.62]  de
[15:07.01]  las
[15:07.37]  buenas.
[15:08.61]  Y
[15:08.69]  un
[15:08.80]  último
[15:09.46]  consejo
[15:10.14]  técnico
[15:10.89]  importante
[15:11.93]  que
[15:12.14]  casi
[15:12.52]  nadie
[15:13.00]  te
[15:13.47]  dice.
[15:13.88]  Esta
[15:14.05]  madera
[15:14.31]  es
[15:14.43]  tan
[15:14.62]  dura
[15:14.87]  que
[15:15.08]  trabajarla
[15:15.72]  es
[15:15.88]  otro
[15:16.23]  deporte.
[15:17.32]  Tenés
[15:17.49]  que
[15:17.65]  hacerle
[15:18.06]  un
[15:18.18]  agujero
[15:18.58]  guía
[15:18.92]  antes
[15:19.28]  de
[15:19.43]  meterle
[15:20.12]  un
[15:20.17]  clavo
[15:20.50]  o
[15:20.57]  un
[15:20.73]  tornillo,
[15:21.60]  porque
[15:21.96]  si
[15:22.14]  no,
[15:22.50]  el
[15:22.68]  clavo
[15:23.14]  se
[15:23.32]  dobla
[15:23.77]  o
[15:23.87]  la
[15:24.05]  madera
[15:24.61]  se
[15:24.79]  raja.
[15:25.76]  Mechas
[15:26.28]  buenas,
[15:27.24]  filo
[15:27.72]  bueno
[15:28.44]  y
[15:28.61]  paciencia.
[15:29.76]  Es
[15:29.93]  dura
[15:29.98]  para
[15:30.26]  el
[15:30.40]  hongo
[15:30.75]  y
[15:30.82]  dura
[15:31.10]  para
[15:31.38]  vos
[15:31.60]  también.
[15:32.80]  Pero
[15:32.97]  lo
[15:33.05]  que
[15:33.28]  construís
[15:34.04]  con
[15:34.27]  ella,
[15:34.75]  lo
[15:34.92]  construís
[15:36.21]  una
[15:36.55]  vez
[15:36.93]  en
[15:37.16]  la
[15:37.75]  vida.
[15:38.26]  Y
[15:38.33]  un
[15:38.46]  secreto
[15:39.17]  extra
[15:39.72]  de
[15:39.99]  regalo
[15:40.64]  que
[15:41.05]  conecta
[15:41.40]  las
[15:41.69]  dos
[15:41.98]  mitades
[15:42.65]  de
[15:43.11]  este
[15:43.24]  video.
[15:43.96]  Te
[15:44.13]  acordás
[15:44.47]  del
[15:44.68]  tanino,
[15:45.28]  el
[15:45.43]  veneno
[15:45.87]  que
[15:46.12]  tiene
[15:46.36]  adentro?
[15:47.36]  Bueno,
[15:47.73]  ese
[15:47.97]  mismo
[15:48.37]  tanino
[15:48.86]  se
[15:49.02]  puede
[15:49.43]  sacar
[15:49.87]  y
[15:50.21]  usar.
[15:50.92]  Si
[15:51.09]  hervés
[15:51.40]  cortezas
[15:52.08]  o
[15:52.09]  virutas
[15:52.75]  de
[15:52.76]  quebracho
[15:53.68]  o
[15:53.77]  de
[15:53.81]  otras
[15:54.11]  maderas
[15:54.54]  ricas
[15:54.89]  en
[15:55.00]  tanino,
[15:55.96]  el
[15:56.13]  agua
[15:56.19]  se
[15:56.33]  pone
[15:56.62]  marrón
[15:57.13]  oscura,
[15:57.79]  cargada
[15:58.45]  de
[15:58.81]  tanino.
[15:59.52]  Y
[15:59.64]  con
[15:59.69]  esa
[15:59.88]  agua
[16:00.21]  podés
[16:00.69]  pincelar
[16:01.35]  una
[16:01.64]  madera
[16:02.20]  común,
[16:02.56]  un
[16:02.70]  pino,
[16:03.12]  para
[16:03.40]  pasarle
[16:03.89]  algo
[16:04.17]  de
[16:04.31]  esa
[16:04.53]  protección
[16:05.36]  natural.
[16:06.36]  Y
[16:06.45]  de
[16:06.52]  paso
[16:06.85]  darle
[16:07.26]  un
[16:07.45]  tono
[16:07.75]  envejecido
[16:08.56]  precioso.
[16:09.52]  Es
[16:09.60]  un
[16:09.69]  truco
[16:09.95]  viejísimo
[16:10.69]  de
[16:10.82]  los
[16:11.04]  que
[16:11.35]  sabían
[16:12.04]  usar
[16:12.21]  el
[16:12.26]  veneno
[16:12.68]  del
[16:12.89]  árbol
[16:13.31]  duro
[16:13.59]  para
[16:13.87]  proteger
[16:14.43]  la
[16:14.56]  madera
[16:14.99]  blanda.
[16:15.92]  La
[16:16.10]  naturaleza
[16:16.51]  ya
[16:16.64]  tenía
[16:17.09]  la
[16:17.16]  fórmula.
[16:18.12]  Nosotros
[16:19.32]  solo
[16:19.98]  la
[16:20.37]  copiamos.
[16:21.92]  Y
[16:22.05]  para
[16:22.09]  que
[16:22.25]  veas
[16:22.51]  que
[16:22.71]  esto
[16:22.98]  no
[16:23.11]  es
[16:23.24]  solo
[16:23.56]  teoría
[16:23.96]  de
[16:24.17]  campo,
[16:24.84]  déjame
[16:25.08]  contarte
[16:25.60]  para
[16:25.85]  que
[16:26.05]  se
[16:26.18]  usaba
[16:26.56]  esta
[16:26.76]  madera
[16:27.12]  cuando
[16:27.56]  se
[16:27.73]  necesitaba
[16:28.25]  algo
[16:28.52]  que
[16:28.72]  no
[16:29.16]  fallara
[16:29.36]  nunca.
[16:29.84]  Los
[16:30.10]  durmientes
[16:31.01]  del
[16:31.28]  ferrocarril.
[16:32.62]  Esas
[16:32.76]  vigas
[16:33.11]  que
[16:33.31]  van
[16:33.52]  abajo
[16:33.88]  de
[16:34.02]  las
[16:34.31]  vías
[16:34.58]  sosteniendo
[16:35.37]  el
[16:35.49]  peso
[16:35.77]  de
[16:35.91]  los
[16:36.12]  trenes,
[16:36.80]  década
[16:37.21]  tras
[16:37.56]  década,
[16:38.36]  a
[16:38.43]  la
[16:38.63]  intemperie,
[16:39.65]  bajo
[16:39.83]  la
[16:40.00]  lluvia
[16:40.50]  y
[16:40.60]  el
[16:40.77]  sol.
[16:41.56]  Quebracho.
[16:42.96]  Los
[16:43.13]  adoquines.
[16:44.36]  Si
[16:44.46]  en
[16:44.54]  algunas
[16:45.00]  ciudades
[16:45.60]  pavimentaban
[16:46.62]  las
[16:46.72]  calles
[16:47.21]  con
[16:47.36]  tacos
[16:47.77]  de
[16:47.91]  madera
[16:48.36]  dura
[16:48.68]  y
[16:49.16]  aguantaban
[16:49.80]  el
[16:49.96]  paso
[16:50.33]  de
[16:50.48]  los
[16:50.73]  carros
[16:51.23]  y
[16:51.31]  los
[16:51.56]  caballos
[16:52.23]  durante
[16:52.82]  generaciones.
[16:54.36]  Los
[16:54.53]  pilotes
[16:54.86]  que
[16:55.07]  se
[16:55.21]  clavaban
[16:55.77]  abajo
[16:56.19]  del
[16:56.36]  agua
[16:56.61]  para
[16:57.21]  sostener
[16:57.56]  un
[16:57.77]  muelle.
[16:58.44]  Madera
[16:58.75]  dura,
[16:59.27]  porque
[16:59.75]  bajo
[17:00.07]  el
[17:00.27]  agua,
[17:00.69]  donde
[17:01.42]  cualquier
[17:01.83]  otra
[17:02.09]  cosa
[17:02.41]  se
[17:02.48]  pudre
[17:02.81]  en
[17:02.94]  meses,
[17:03.49]  esta
[17:04.09]  aguantaba.
[17:05.52]  Las
[17:05.69]  ruedas
[17:05.99]  de
[17:06.14]  los
[17:06.35]  carros,
[17:07.00]  los
[17:07.35]  mazos,
[17:08.36]  los
[17:08.53]  mangos
[17:09.00]  de
[17:09.18]  las
[17:09.56]  herramientas
[17:10.61]  que
[17:11.21]  reciben
[17:11.55]  golpes
[17:12.11]  toda
[17:12.49]  la
[17:12.68]  vida.
[17:13.32]  Y
[17:13.46]  presta
[17:13.72]  atención
[17:14.51]  al
[17:14.69]  patrón,
[17:15.48]  porque
[17:16.17]  lo
[17:16.28]  dice
[17:16.73]  todo.
[17:17.60]  Cada
[17:17.77]  vez
[17:17.86]  que
[17:18.06]  el
[17:18.19]  ser
[17:18.39]  humano
[17:18.80]  necesitaba
[17:19.48]  algo
[17:19.86]  que
[17:20.03]  tenía
[17:20.50]  que
[17:20.73]  durar
[17:21.11]  de
[17:21.26]  verdad,
