[00:00.14]  Hay
[06:53.46]  El
[06:53.48]  secreto
[06:54.05]  es
[06:54.21]  renovar,
[06:54.94]  una
[06:55.23]  mano
[06:55.52]  de
[06:55.70]  mantenimiento
[06:56.97]  una
[06:57.01]  vez
[06:57.26]  al
[06:57.42]  año,
[06:58.00]  o
[06:58.00]  cada
[06:58.00]  dos,
[06:58.00]  en
[06:58.14]  lo
[06:58.22]  que
[06:58.38]  está
[06:58.68]  a
[06:58.73]  la
[06:58.86]  intemperie.
[06:59.64]  Cinco
[06:59.91]  minutos
[07:00.30]  de
[07:00.41]  trabajo
[07:00.86]  que
[07:00.96]  te
[07:01.07]  ahorran
[07:01.45]  cambiar
[07:01.84]  la
[07:02.02]  madera
[07:02.27]  entera,
[07:02.68]  y
[07:02.82]  acá
[07:03.04]  una
[07:03.29]  que
[07:03.54]  te
[07:03.65]  tengo
[07:03.99]  que
[07:04.21]  contar.
[07:04.92]  Los
[07:05.12]  viejos
[07:05.53]  del
[07:05.72]  campo,
[07:06.20]  para
[07:06.49]  los
[07:06.71]  bancos
[07:07.13]  y
[07:07.30]  postes
[07:07.63]  a
[07:07.70]  la
[07:07.84]  intemperie,
[07:08.60]  a
[07:08.74]  veces
[07:08.97]  mezclaban
[07:09.57]  el
[07:09.65]  aceite
[07:10.03]  de
[07:10.15]  linaza
[07:10.53]  con
[07:10.72]  gasoil,
[07:11.28]  mitad
[07:11.75]  y
[07:11.84]  mitad.
[07:12.60]  Aguantaba
[07:13.46]  sol,
[07:13.86]  lluvia,
[07:14.58]  e
[07:14.67]  insectos.
[07:15.68]  Pero
[07:15.94]  te
[07:16.06]  voy
[07:16.29]  a
[07:16.32]  ser
[07:16.54]  honesto,
[07:17.12]  para
[07:17.36]  algo
[07:17.61]  perdido
[07:18.06]  en
[07:18.13]  el
[07:18.25]  fondo,
[07:18.68]  lejos
[07:19.34]  puede
[07:19.72]  ser.
[07:20.50]  Para
[07:20.67]  algo
[07:20.98]  que
[07:21.22]  tocas,
[07:21.76]  o
[07:21.84]  cerca
[07:22.27]  de
[07:22.39]  la
[07:22.55]  casa,
[07:23.01]  no.
[07:23.48]  El
[07:23.62]  gasoil
[07:24.09]  no
[07:24.18]  es
[07:24.34]  algo
[07:24.60]  que
[07:24.87]  quieras
[07:25.30]  respirar
[07:25.87]  ni
[07:26.01]  tener
[07:26.36]  cerca.
[07:27.00]  Te
[07:27.14]  lo
[07:27.22]  cuento
[07:27.60]  porque
[07:27.88]  lo
[07:27.99]  vas
[07:28.15]  a
[07:28.22]  escuchar
[07:28.64]  por
[07:28.80]  ahí,
[07:29.18]  pero
[07:29.39]  mi
[07:29.49]  recomendación
[07:30.28]  es
[07:30.55]  la
[07:30.65]  mezcla
[07:30.90]  limpia.
[07:31.80]  Hay
[07:32.00]  una
[07:32.20]  versión
[07:32.77]  mejor
[07:33.09]  para
[07:33.36]  cada
[07:33.63]  cosa.
[07:34.16]  Quinta,
[07:34.77]  y
[07:34.79]  con
[07:35.02]  esta
[07:35.28]  cerramos,
[07:36.00]  porque
[07:36.42]  es
[07:36.56]  de
[07:36.70]  seguridad
[07:37.35]  y
[07:37.43]  es
[07:37.55]  la
[07:37.81]  más
[07:38.06]  importante
[07:38.73]  de
[07:38.88]  todas.
[07:39.52]  La
[07:39.68]  trementina,
[07:40.61]  el
[07:40.77]  aguarras,
[07:41.54]  es
[07:41.70]  tóxica.
[07:42.56]  Se
[07:42.70]  trabaja
[07:43.17]  con
[07:43.33]  guantes,
[07:43.95]  en
[07:44.04]  un
[07:44.17]  lugar
[07:44.49]  ventilado,
[07:45.20]  con
[07:45.39]  la
[07:45.51]  puerta
[07:45.89]  abierta.
[07:46.64]  Tomas
[07:46.96]  descansos,
[07:47.67]  no
[07:47.86]  estés
[07:48.18]  horas
[07:48.55]  encerrados
[07:49.14]  respirando
[07:49.79]  eso.
[07:50.11]  Y
[07:50.18]  presta
[07:50.56]  atención
[07:51.28]  a
[07:51.35]  esto
[07:51.66]  porque
[07:52.13]  salva
[07:52.51]  casas.
[07:53.20]  Los
[07:53.38]  trapos
[07:53.81]  que
[07:53.92]  usaste
[07:54.28]  con
[07:54.46]  aceite
[07:54.82]  de
[07:54.96]  linaza,
[07:55.58]  no,
[07:56.29]  los
[07:56.48]  tires
[07:56.85]  hechos
[07:57.22]  un
[07:57.33]  bollo
[07:57.65]  en
[07:57.77]  el
[07:57.91]  tacho.
[07:58.48]  El
[07:58.62]  aceite
[07:59.09]  de
[07:59.14]  linaza,
[07:59.70]  al
[07:59.80]  secarse,
[08:00.41]  genera
[08:00.86]  calor.
[08:01.40]  Un
[08:01.54]  trapo
[08:01.83]  embollado
[08:02.40]  puede
[08:02.72]  prenderse
[08:03.31]  fuego
[08:03.60]  solo,
[08:04.04]  solo,
[08:05.05]  sin
[08:05.14]  una
[08:05.42]  chispa.
[08:06.20]  Así
[08:06.45]  que
[08:06.63]  cuando
[08:07.00]  terminas,
[08:07.64]  esos
[08:07.91]  trapos
[08:08.31]  los
[08:08.58]  abrís
[08:08.90]  bien
[08:09.17]  extendidos
[08:09.85]  afuera,
[08:10.36]  sobre
[08:10.69]  algo
[08:10.97]  que
[08:11.15]  no
[08:11.27]  se
[08:11.41]  prenda,
[08:11.96]  hasta
[08:12.27]  que
[08:12.46]  sequen
[08:12.83]  duros.
[08:13.36]  Recién
[08:14.16]  ahí
[08:14.61]  los
[08:14.96]  tiras.
[08:15.92]  Esto
[08:16.17]  no
[08:16.29]  es
[08:16.41]  para
[08:16.66]  asustarte,
[08:17.40]  es
[08:17.53]  para
[08:17.83]  que
[08:17.99]  lo
[08:18.12]  hagas
[08:18.44]  bien
[08:18.70]  y
[08:18.76]  estés
[08:19.15]  tranquilo.
[08:20.07]  Listo,
[08:20.49]  ahora
[08:20.86]  la
[08:20.97]  parte
[08:21.39]  linda.
[08:21.92]  Como
[08:22.17]  se
[08:22.29]  aplica,
[08:22.79]  paso
[08:23.04]  a
[08:23.14]  paso,
[08:23.52]  para
[08:23.83]  que
[08:23.97]  te
[08:24.10]  salga
[08:24.42]  bien
[08:24.68]  la
[08:24.81]  primera
[08:25.25]  vez.
[08:25.48]  Uno,
[08:26.45]  limpias.
[08:27.20]  El
[08:27.34]  vinagre
[08:27.80]  sobre
[08:28.11]  la
[08:28.25]  madera
[08:28.65]  gris,
[08:29.04]  dejas
[08:29.37]  actuar,
[08:29.93]  y
[08:29.97]  con
[08:30.10]  un
[08:30.19]  cepillo
[08:30.51]  sacas
[08:30.96]  la
[08:31.10]  mugre
[08:31.40]  y
[08:31.45]  el
[08:31.55]  gris
[08:31.75]  suelto.
[08:32.64]  Dejas
[08:33.03]  secar
[08:33.42]  bien.
[08:34.00]  Y
[08:34.14]  acá
[08:34.35]  el
[08:34.49]  error
[08:34.86]  número
[08:35.39]  uno.
[08:35.76]  Nunca,
[08:36.28]  nunca
[08:36.65]  aceite
[08:37.15]  sobre
[08:37.47]  madera
[08:37.91]  húmeda.
[08:38.72]  Si
[08:38.86]  sellas
[08:39.21]  la
[08:39.33]  humedad
[08:39.76]  adentro,
[08:40.30]  la
[08:40.42]  pudrís
[08:40.87]  desde
[08:41.16]  el
[08:41.28]  corazón.
[08:42.08]  Si
[08:42.22]  quedó
[08:42.56]  mojada
[08:42.94]  del
[08:43.10]  vinagre,
[08:43.64]  esperas.
[08:44.32]  Dos,
[08:44.83]  aplicas
[08:45.55]  la
[08:45.75]  mezcla.
[08:46.86]  Con
[08:46.95]  pincel,
[08:47.58]  con
[08:47.78]  trapo,
[08:48.30]  o
[08:48.38]  si
[08:48.53]  es
[08:48.68]  una
[08:48.91]  pieza
[08:49.29]  chica,
[08:49.82]  la
[08:49.97]  sumergis
[08:50.62]  directamente.
[08:51.92]  Siempre
[08:52.42]  en
[08:52.56]  el
[08:52.70]  sentido
[08:53.21]  de
[08:53.35]  la
[08:53.49]  beta.
[08:54.04]  Y
[08:54.18]  vas
[08:54.32]  a
[08:54.39]  ver
[08:54.64]  algo
[08:54.90]  hermoso.
[08:55.64]  La
[08:55.78]  madera
[08:56.25]  se
[08:56.34]  toma
[08:56.61]  el
[08:56.76]  aceite
[08:57.18]  como
[08:57.46]  una
[08:57.67]  esponja,
[08:58.33]  y
[08:58.39]  el
[08:58.52]  gris
[08:58.78]  desaparece
[08:59.55]  delante
[08:59.92]  de
[09:00.05]  tus
[09:00.25]  ojos.
[09:00.80]  Vuelve
[09:01.28]  el
[09:01.44]  color,
[09:02.02]  vuelve
[09:02.50]  la
[09:02.71]  vida.
[09:03.28]  Tres,
[09:03.70]  esperas
[09:04.19]  veinte
[09:04.67]  minutos
[09:05.12]  y
[09:05.21]  retiras
[09:05.70]  el
[09:05.84]  sobrante
[09:06.41]  con
[09:06.61]  el
[09:06.93]  trapo
[09:07.19]  seco.
[09:07.72]  La
[09:07.86]  regla
[09:08.18]  de
[09:08.33]  oro,
[09:08.63]  ¿te
[09:08.94]  acordas?
[09:09.60]  Lo
[09:09.76]  que
[09:10.00]  no
[09:10.20]  absorbió,
[09:11.04]  afuera.
[09:11.80]  Cuatro,
[09:12.45]  dejas
[09:12.85]  secar
[09:13.25]  un
[09:13.41]  día.
[09:14.18]  Si
[09:14.18]  querés
[09:14.66]  más
[09:14.94]  protección,
[09:15.83]  segunda
[09:16.42]  mano.
[09:16.84]  Para
[09:17.14]  un
[09:17.29]  deck
[09:17.59]  o
[09:17.70]  un
[09:17.81]  mueble
[09:18.25]  que
[09:18.47]  sufre,
[09:18.99]  tres
[09:19.28]  manos,
[09:19.79]  con
[09:20.01]  un
[09:20.16]  día
[09:20.50]  entre
[09:20.86]  cada
[09:21.13]  una.
[09:21.64]  Cada
[09:21.92]  capa
[09:22.25]  lo
[09:22.34]  hace
[09:22.61]  más
[09:22.90]  fuerte,
[09:23.46]  más
[09:23.74]  profundo,
[09:24.44]  más
[09:24.71]  lindo.
[09:25.32]  Y
[09:25.46]  eso
[09:25.69]  es
[09:25.92]  todo,
[09:26.42]  no
[09:26.60]  hay
[09:26.88]  más.
[09:27.56]  Esto
[09:27.81]  es
[09:27.93]  lo
[09:28.05]  que
[09:28.24]  sabía
[09:28.62]  tu
[09:28.78]  abuelo.
[09:29.36]  Esto
[09:29.57]  es
[09:29.67]  lo
[09:29.77]  que
[09:29.97]  se
[09:30.02]  usó
[09:30.22]  durante
[09:30.58]  siglos,
[09:30.98]  antes
[09:31.27]  de
[09:31.34]  que
[09:31.51]  existieran
[09:32.01]  las
[09:32.16]  ferreterías
[09:32.95]  y
[09:33.01]  los
[09:33.27]  barnices
[09:33.60]  de
[09:33.74]  30
[09:34.20]  dólares
[09:34.82]  que
[09:34.99]  se
[09:35.13]  pelan
[09:35.51]  en
[09:35.63]  un
[09:35.77]  año.
[09:36.36]  Ahora,
[09:36.97]  ¿por
[09:37.33]  qué
[09:37.67]  te
[09:37.83]  lo
[09:37.99]  tuvieron
[09:38.74]  que
[09:38.90]  ocultar?
[09:39.80]  Ya
[09:39.94]  te
[09:40.02]  lo
[09:40.13]  adelanté
[09:40.66]  al
[09:40.77]  principio,
[09:41.34]  pero
[09:41.56]  déjame
[09:41.95]  contarte
[09:42.37]  lo
[09:42.48]  que
[09:42.64]  pasó
[09:42.91]  exactamente.
[09:43.89]  En
[09:43.90]  los
[09:44.09]  años
[09:44.43]  30
[09:44.83]  empezaron
[09:45.44]  a
[09:45.55]  llegar
[09:45.91]  los
[09:46.14]  primeros
[09:46.63]  barnices
[09:47.41]  sintéticos,
[09:48.12]  productos
[09:48.91]  de
[09:48.97]  laboratorio,
[09:49.84]  y
[09:49.98]  tenían
[09:50.45]  una
[09:50.70]  ventaja
[09:51.23]  enorme,
[09:51.78]  para
[09:52.08]  el
[09:52.23]  que
[09:52.45]  los
[09:52.67]  vendía.
[09:53.48]  Se
[09:53.63]  descascaraban,
[09:54.76]  había
[09:55.26]  que
[09:55.45]  recomprarlos,
[09:56.50]  cada
[09:56.81]  año,
[09:57.26]  cada
[09:57.56]  dos
[09:57.79]  años,
[09:58.31]  de
[09:58.63]  vuelta
[09:58.93]  a
[09:59.00]  la
[09:59.28]  ferretería.
[10:00.28]  El
[10:00.42]  aceite
[10:00.78]  de
[10:00.90]  linaza
[10:01.28]  tenía
[10:01.67]  un
[10:01.78]  solo
[10:02.06]  problema,
[10:02.66]  era
[10:02.85]  demasiado
[10:03.42]  bueno,
[10:03.93]  duraba
[10:04.24]  demasiado,
[10:05.09]  y
[10:05.24]  una
[10:05.24]  madera
[10:05.64]  que
[10:05.84]  dura
[10:06.10]  50
[10:06.50]  años
[10:06.82]  no
[10:06.95]  le
[10:07.15]  sirve
[10:07.42]  a
[10:07.48]  una
[10:07.68]  industria
[10:08.28]  que
[10:08.48]  vive
[10:08.87]  de
[10:08.90]  que
[10:09.14]  vuelvas
[10:09.53]  a
[10:09.59]  comprar.
[10:10.50]  Así
[10:10.62]  que,
[10:10.97]  de
[10:11.07]  a
[10:11.13]  poco,
[10:11.58]  dejaron
[10:11.97]  de
[10:12.12]  nombrarlo,
[10:12.81]  no
[10:12.94]  lo
[10:13.07]  prohibieron,
[10:14.02]  simplemente
[10:14.64]  dejaron
[10:15.08]  de
[10:15.32]  enseñártelo,
[10:16.31]  hasta
[10:16.64]  que
[10:16.84]  se
[10:16.97]  volvió
[10:17.43]  un
[10:17.56]  secreto,
[10:18.15]  el
[10:18.27]  secreto
[10:18.71]  de
[10:18.97]  los
[10:19.07]  abuelos.
[10:19.80]  Bueno,
[10:20.41]  yo
[10:20.49]  te
[10:20.66]  lo
[10:20.79]  acabo
[10:21.19]  de
[10:21.32]  devolver,
[10:22.15]  y
[10:22.18]  te
[10:22.30]  pido
[10:22.60]  una
[10:22.82]  sola
[10:23.14]  cosa,
[10:23.70]  cuando
[10:24.07]  lo
[10:24.22]  pruebes,
[10:24.95]  déjamelo
[10:25.80]  en
[10:25.94]  los
[10:26.13]  comentarios.
[10:27.12]  Contame
[10:27.61]  qué
[10:27.89]  madera
[10:28.34]  salvaste,
[10:29.03]  la
[10:29.15]  cerca,
[10:29.64]  el
[10:29.78]  deck,
[10:30.19]  la
[10:30.34]  mesa
[10:30.76]  de
[10:30.77]  la
[10:30.90]  abuela,
[10:31.46]  porque
[10:32.17]  cada
[10:32.27]  persona
[10:32.80]  que
[10:33.00]  aprende
[10:33.46]  esto
[10:33.77]  es
[10:33.86]  un
[10:34.02]  barniz
[10:34.38]  caro
[10:34.71]  menos,
[10:35.18]  y
[10:35.18]  una
[10:35.38]  cosa
[10:35.65]  vieja
[10:35.98]  que
[10:36.18]  no
[10:36.44]  va
[10:36.45]  a
[10:36.50]  la
[10:36.71]  basura.
[10:37.42]  Y
[10:37.50]  si
[10:37.54]  querés
[10:37.96]  tenerlo
[10:38.38]  todo
[10:38.62]  ordenado
[10:39.12]  y
[10:39.16]  a
[10:39.27]  mano,
[10:39.58]  déjame
[10:40.00]  contarte
[10:40.48]  qué
[10:40.71]  arme.
[10:41.16]  Junte
[10:41.47]  la
[10:41.59]  receta
[10:41.96]  exacta,
[10:42.45]  con
[10:42.64]  las
[10:42.83]  medidas
[10:43.27]  al
[10:43.39]  mililitro
[10:43.94]  para
[10:44.20]  cada
[10:44.44]  tipo
[10:44.81]  de
[10:44.82]  madera,
[10:45.30]  en
[10:45.43]  una
[10:45.72]  tabla
[10:46.04]  que
[10:46.23]  imprimís
[10:46.80]  y
[10:46.86]  pegas
[10:47.18]  en
[10:47.30]  el
[10:47.44]  taller.
[10:48.08]  Y
[10:48.22]  al
[10:48.29]  lado,
[10:48.71]  otros
[10:49.05]  39
[10:49.48]  arreglos
[10:50.04]  del
[10:50.25]  mismo
[10:50.60]  estilo,
[10:51.15]  el
[10:51.30]  polvo
[10:51.73]  de
[10:51.79]  un
[10:51.98]  dólar
[10:52.35]  que
[10:52.56]  mata
[10:53.05]  las
[10:53.23]  termitas,
[10:53.64]  y
[10:53.78]  el
[10:53.83]  comejen
[10:54.28]  que
[10:54.50]  te
[10:54.61]  destruye
[10:55.12]  los
[10:55.31]  muebles,
[10:55.89]  como
[10:56.15]  sacar
[10:56.47]  el
[10:56.60]  óxido
[10:56.97]  del
[10:57.29]  metal
[10:57.54]  para
[10:57.75]  siempre,
[10:58.40]  como
[10:58.69]  matar
[10:59.05]  el
[10:59.19]  moho
[10:59.47]  de
[10:59.62]  verdad,
[11:00.18]  no
[11:00.33]  taparlo,
[11:00.96]  goteras,
[11:01.60]  humedad,
[11:02.31]  canos
[11:02.57]  sin
[11:02.79]  soldar,
[11:03.55]  todo
[11:03.80]  de
[11:04.05]  un
[11:04.06]  dólar
[11:04.43]  a
[11:04.52]  cinco,
[11:04.95]  todo
[11:05.21]  con
[11:05.40]  planos
[11:05.83]  y
[11:05.85]  medidas,
[11:06.44]  es
[11:06.57]  el
[11:06.70]  manual
[11:07.09]  del
[11:07.58]  constructor
[11:08.00]  libre,
[11:08.46]  lo
[11:08.59]  descargas
[11:09.28]  al
[11:09.42]  toque
[11:09.77]  en
[11:09.91]  PDF,
[11:10.25]  y
[11:10.33]  con
[11:10.54]  arreglar
[11:11.10]  una
[11:11.31]  sola
[11:11.66]  gotera
[11:12.01]  o
[11:12.08]  salvar
[11:12.50]  un
[11:12.65]  solo
[11:12.94]  mueble,
[11:13.48]  ya
[11:13.62]  lo
[11:13.76]  pagaste
[11:14.43]  10
[11:14.64]  veces.
[11:15.64]  Está
[11:15.94]  con
[11:16.12]  descuento
[11:16.66]  por
[11:16.86]  lanzamiento,
[11:17.62]  el
[11:17.74]  link
[11:18.02]  está
[11:18.28]  abajo
[11:18.58]  y
[11:18.64]  en
[11:18.76]  el
[11:18.88]  comentario
[11:19.55]  fijado,
[11:20.04]  pero
[11:20.08]  incluso
[11:20.56]  si
[11:20.69]  no
[11:20.82]  lo
[11:20.95]  bajas
[11:21.30]  nunca,
[11:21.75]  quédate
[11:22.28]  con
[11:22.48]  lo
[11:22.61]  de
[11:22.74]  hoy,
[11:23.07]  vinagre,
[11:23.73]  linaza
[11:24.06]  hervida,
[11:24.65]  trementina,
[11:25.72]  un
[11:25.86]  dólar,
[11:26.33]  y
[11:26.38]  una
[11:26.58]  madera
[11:26.94]  que
[11:27.11]  te
[11:27.22]  va
[11:27.34]  a
[11:27.40]  durar
[11:27.70]  más
[11:27.94]  que
[11:28.12]  a
[11:28.18]  vos.
[11:28.60]  La
[11:28.74]  independencia
[11:29.51]  no
[11:29.63]  se
[11:29.75]  compra
[11:30.11]  en
[11:30.23]  la
[11:30.36]  ferretería,
[11:31.13]  se
[11:31.25]  prepara
[11:31.67]  en
[11:31.79]  la
[11:31.91]  cocina,
[11:32.39]  en
[11:32.51]  el
[11:32.63]  taller,
[11:33.11]  con
[11:33.54]  las
[11:33.65]  manos,
[11:34.26]  soy
[11:34.47]  Tomás,
[11:35.12]  esto
[11:35.45]  fue
[11:35.78]  el
[11:35.86]  constructor
[11:36.77]  libre,
[11:37.42]  cuida
[11:37.68]  tu
[11:37.79]  madera,
[11:38.22]  nos
[11:38.55]  vemos
[11:38.69]  en
[11:38.80]  el
[11:38.91]  próximo.
