[00:00.07] Hay
[06:14.87] cha
[06:14.96] ,
[06:15.13]  sale
[06:15.58]  hum
[06:15.74] o
[06:15.82]  casi
[06:16.17]  transparent
[06:17.34] e
[06:17.35] .
[06:17.38]  Y
[06:17.51]  por
[06:17.63]  eso
[06:17.82] ,
[06:17.95]  con
[06:18.14]  cinco
[06:18.46]  ram
[06:18.65] itas
[06:18.92]  cal
[06:19.10] ent
[06:19.29] ás
[06:19.48] ,
[06:19.66]  lo
[06:19.82]  que
[06:20.06]  con
[06:20.30]  una
[06:20.54]  sal
[06:20.78] am
[06:20.94] andra
[06:21.35]  neces
[06:21.78] itar
[06:22.08] ías
[06:22.40]  media
[06:22.81]  bol
[06:23.05] sa
[06:23.21]  de
[06:23.37]  le
[06:23.53] ña
[06:24.05] .
[06:24.10]  Ahora
[06:24.50] ,
[06:24.66]  el
[06:24.82]  tiempo
[06:25.30]  de
[06:25.46]  re
[06:25.62] ten
[06:25.84] ción
[06:26.50] .
[06:26.54]  Una
[06:26.75]  sal
[06:26.96] am
[06:27.10] andra
[06:27.45]  de
[06:27.59]  ch
[06:27.73] apa
[06:27.94]  cal
[06:28.15] ient
[06:28.43] a
[06:28.50]  mientras
[06:29.05]  está
[06:29.41]  prend
[06:30.00] ida
[06:30.02] ,
[06:30.06]  y
[06:30.14]  diez
[06:30.48]  minutos
[06:31.07]  después
[06:31.75]  de
[06:31.93]  que
[06:32.17]  se
[06:32.34]  ap
[06:32.76] aga
[06:33.00] .
[06:33.06]  Una
[06:33.27]  est
[06:33.48] uf
[06:33.62] a
[06:33.69]  rocket
[06:34.14]  bien
[06:34.40]  constru
[06:34.90] ida
[06:35.11]  tiene
[06:35.53]  atrás
[06:35.90]  de
[06:36.04]  la
[06:36.18]  cámara
[06:36.68]  de
[06:36.82]  combust
[06:37.32] ión
[06:37.60]  un
[06:37.74]  banco
[06:38.09]  de
[06:38.25]  bar
[06:38.45] ro
[06:38.75] ,
[06:38.82]  un
[06:39.01]  ca
[06:39.10] j
[06:39.19] ón
[06:39.39]  mac
[06:39.61] izo
[06:39.83]  ll
[06:40.00] eno
[06:40.19]  de
[06:40.33]  tierra
[06:40.77]  y
[06:40.84]  arena
[06:41.20]  por
[06:41.42]  donde
[06:41.78]  pas
[06:42.00] an
[06:42.14]  los
[06:42.36]  ca
[06:42.50] ños
[06:42.79]  del
[06:43.01]  hum
[06:43.38] o
[06:43.38]  antes
[06:43.92]  de
[06:44.12]  salir
[06:44.67]  af
[06:44.98] u
[06:45.30] era
[06:45.65] .
[06:45.66]  Tod
[06:45.98] a
[06:46.08]  esa
[06:46.40]  masa
[06:47.03] ,
[06:47.10]  200
[06:47.98] ,
[06:48.49]  300
[06:49.14] ,
[06:49.35]  500
[06:50.30]  kilos
[06:50.83]  de
[06:51.04]  tierra
[06:51.67]  y
[06:51.77]  bar
[06:52.36] ro
[06:52.38] ,
[06:52.50]  se
[06:52.62]  va
[06:52.74]  cal
[06:52.98] ent
[06:53.10] ando
[06:53.34]  lent
[06:53.58] amente
[06:53.98]  mientras
[06:54.34]  el
[06:54.46]  fuego
[06:54.90]  está
[06:55.44]  prend
[06:56.32] ido
[06:56.34] .
[06:56.34]  Y
[06:56.43]  después
[06:57.35] ,
[06:57.59]  cuando
[06:57.90]  el
[06:58.14]  fuego
[06:58.54]  se
[06:58.72]  ap
[06:58.90] ag
[06:59.05] ó
[06:59.45] ,
[06:59.50]  porque
[07:00.05]  ya
[07:00.26]  quem
[07:00.60] aste
[07:00.95]  tus
[07:01.21]  cinco
[07:01.67]  ram
[07:01.95] itas
[07:02.52] ,
[07:02.54]  esa
[07:02.86]  masa
[07:03.28]  sigue
[07:03.81]  irr
[07:04.13] adi
[07:04.45] ando
[07:04.87]  calor
[07:05.40]  durante
[07:06.14]  seis
[07:06.77] ,
[07:06.90]  och
[07:07.09] o
[07:07.19] ,
[07:07.40]  diez
[07:08.35]  horas
[07:08.69] .
[07:08.74]  Es
[07:08.90]  el
[07:09.06]  mismo
[07:09.46]  principio
[07:10.19]  del
[07:10.43]  hor
[07:10.66] no
[07:10.90]  de
[07:10.99]  bar
[07:11.23] ro
[07:11.39]  para
[07:11.71]  hacer
[07:12.51]  pizza
[07:12.79] .
[07:12.82]  P
[07:12.89] rend
[07:13.19] es
[07:13.34]  fuego
[07:13.72]  ad
[07:13.87] ent
[07:14.09] ro
[07:14.24]  durante
[07:14.77]  una
[07:14.91]  hora
[07:15.48] ,
[07:15.50]  lo
[07:15.81]  ap
[07:16.14] ag
[07:16.88] ás
[07:16.94] ,
[07:17.07]  y
[07:17.13]  el
[07:17.26]  hor
[07:17.46] no
[07:17.59]  coc
[07:17.79] ina
[07:18.02]  solo
[07:18.26]  durante
[07:18.67]  el
[07:18.79]  resto
[07:19.10]  de
[07:19.22]  la
[07:19.34]  noche
[07:19.66]  porque
[07:20.13]  la
[07:20.29]  masa
[07:20.61]  del
[07:20.91]  bar
[07:21.09] ro
[07:21.24]  acum
[07:21.57] ul
[07:21.71] ó
[07:21.86]  todo
[07:22.18]  el
[07:22.31]  calor
[07:22.98] .
[07:23.02]  La
[07:23.18]  rocket
[07:23.70]  es
[07:23.82]  eso
[07:24.06]  mismo
[07:24.46]  aplic
[07:24.87] ado
[07:25.10]  a
[07:25.18]  una
[07:25.42]  habit
[07:25.82] ación
[07:26.53] .
[07:26.58]  Cal
[07:26.82] ent
[07:27.05] ás
[07:27.28]  bar
[07:27.52] ro
[07:27.67]  con
[07:27.91]  un
[07:28.07]  fuego
[07:28.46]  ch
[07:28.65] ico
[07:28.85]  y
[07:28.92]  rápido
[07:29.68] ,
[07:29.70]  y
[07:29.77]  el
[07:29.91]  bar
[07:30.12] ro
[07:30.26]  te
[07:30.40]  cal
[07:30.61] ient
[07:30.90] a
[07:30.97]  a
[07:31.04]  vos
[07:31.25]  durante
[07:31.76]  medio
[07:32.12]  día
[07:32.66] .
[07:32.70]  Es
[07:32.93] a
[07:33.04]  es
[07:33.27]  la
[07:33.53]  física
[07:34.53] ,
[07:34.64]  y
[07:34.67]  es
[07:34.87]  física
[07:35.67]  vie
[07:36.01] ja
[07:36.47] ,
[07:36.57]  conoc
[07:37.04] ida
[07:37.61] ,
[07:37.61]  medida
[07:38.56] ,
[07:38.58]  repet
[07:38.98] ida
[07:39.22]  en
[07:39.36]  c
[07:39.43] ientos
[07:39.85]  de
[07:40.00]  labor
[07:40.36] ator
[07:40.65] ios
[07:40.90]  y
[07:41.00]  miles
[07:41.54]  de
[07:41.68]  cas
[07:41.90] as
[07:42.06]  en
[07:42.26]  el
[07:42.46]  mundo
[07:43.25] .
[07:43.26]  No
[07:43.46]  hay
[07:43.76]  nada
[07:44.16]  nuevo
[07:44.61]  acá
[07:45.35] .
[07:45.38]  Lo
[07:45.56]  único
[07:46.10]  r
[07:46.19] aro
[07:46.46]  es
[07:46.64]  que
[07:46.91]  en
[07:47.09]  este
[07:47.45]  país
[07:48.04] ,
[07:48.10]  donde
[07:48.51]  el
[07:48.67]  gas
[07:48.91]  se
[07:49.11]  p
[07:49.15] uso
[07:49.39]  imp
[07:49.63] ag
[07:49.79] able
[07:50.18]  y
[07:50.26]  la
[07:50.43]  le
[07:50.60] ña
[07:50.86]  grues
[07:51.30] a
[07:51.38]  también
[07:52.14] ,
[07:52.14]  casi
[07:52.53]  nadie
[07:53.02]  está
[07:53.51]  hablando
[07:54.49]  de
[07:54.49]  esto
[07:55.21] .
[07:55.22]  Eso
[07:55.53]  me
[07:55.74]  hace
[07:56.15]  pensar
[07:56.79]  dos
[07:57.10]  cosas
[07:57.85] ,
[07:57.86]  pero
[07:58.23]  las
[07:58.47]  de
[07:58.64] jo
[07:58.81]  para
[07:59.11]  el
[07:59.77]  final
[08:00.07] .
[08:00.10]  Vamos
[08:00.64]  a
[08:00.74]  la
[08:00.95]  constru
[08:01.62] cción
[08:02.64] .
[08:02.70]  Vas
[08:02.96]  a
[08:03.04]  neces
[08:03.47] itar
[08:03.81]  tres
[08:04.15]  cosas
[08:04.58]  para
[08:04.92]  empezar
[08:05.59] ,
[08:05.62]  y
[08:05.70]  todo
[08:06.04]  lo
[08:06.25]  pod
[08:06.47] és
[08:06.72]  conseguir
[08:07.49]  grat
[08:07.90] is
[08:08.00]  o
[08:08.10]  casi
[08:08.42]  grat
[08:08.76] is
[08:08.93] .
[08:09.26]  La
[08:09.51]  primera
[08:10.46]  es
[08:10.64]  tierra
[08:11.81] .
[08:11.82]  T
[08:11.90] ierra
[08:12.30]  del
[08:12.56]  propio
[08:13.03]  ter
[08:13.49] reno
[08:13.68] ,
[08:13.80]  sac
[08:14.05] ada
[08:14.30]  de
[08:14.46]  cav
[08:14.71] ar
[08:14.87]  un
[08:15.03]  po
[08:15.19] zo
[08:15.35]  o
[08:15.43]  de
[08:15.59]  nive
[08:15.92] lar
[08:16.17]  el
[08:16.30]  patio
[08:17.10] .
[08:17.10]  Pero
[08:17.44]  no
[08:17.66]  cualquier
[08:18.36]  tierra
[08:19.14] .
[08:19.14]  La
[08:19.29]  tierra
[08:19.83]  tiene
[08:20.15]  que
[08:20.38]  tener
[08:20.77]  arc
[08:20.94] illa
[08:21.46] ,
[08:21.49]  que
[08:21.69]  es
[08:21.84]  lo
[08:21.99]  que
[08:22.22]  pega
[08:22.53]  y
[08:22.60]  endure
[08:23.07] ce
[08:23.22]  al
[08:23.37]  sec
[08:23.75] ar
[08:24.09] .
[08:24.10]  Si
[08:24.30]  tu
[08:24.48]  tierra
[08:25.00]  es
[08:25.18]  muy
[08:25.44]  aren
[08:25.81] osa
[08:26.08] ,
[08:26.26]  la
[08:26.44]  mez
[08:26.71] cla
[08:27.02]  se
[08:27.16]  va
[08:27.33]  a
[08:27.42]  des
[08:27.70] men
[08:27.97] uz
[08:28.15] ar
[08:28.66] .
[08:28.66]  Si
[08:28.91]  es
[08:29.16]  muy
[08:29.55]  pu
[08:29.79] ro
[08:30.04]  hum
[08:30.67] us
[08:30.68] ,
[08:30.92]  lo
[08:31.17]  mismo
[08:32.22] .
[08:32.22]  Hay
[08:32.43]  una
[08:32.64]  prueba
[08:33.07]  que
[08:33.28]  se
[08:33.43]  hace
[08:33.72]  con
[08:33.92]  un
[08:34.07]  fr
[08:34.20] as
[08:34.34] co
[08:34.48]  de
[08:34.64]  m
[08:34.69] erm
[08:34.90] el
[08:35.04] ada
[08:35.46]  vac
[08:35.76] ío
[08:35.78] ,
[08:35.89]  ll
[08:36.00] en
[08:36.11] ánd
[08:36.33] olo
[08:36.49]  hasta
[08:36.77]  la
[08:36.95]  mitad
[08:37.24]  con
[08:37.51]  tierra
[08:38.24]  y
[08:38.34]  el
[08:38.58]  resto
[08:39.17]  con
[08:39.47]  agua
[08:40.02] ,
[08:40.02]  ag
[08:40.20] it
[08:40.36] ánd
[08:40.70] olo
[08:40.96]  bien
[08:41.39]  y
[08:41.55]  dej
[08:41.65] ánd
[08:41.99] olo
[08:42.27]  20
[08:42.77]  minutos
[08:43.37]  quiet
[08:43.81] o
[08:44.22] .
[08:44.22]  La
[08:44.37]  tierra
[08:44.83]  se
[08:45.02]  va
[08:45.13]  a
[08:45.20]  separ
[08:45.58] ar
[08:45.73]  en
[08:45.88]  tres
[08:46.18]  cap
[08:46.57] as
[08:46.86] .
[08:46.86]  Arena
[08:47.80]  abajo
[08:48.39] ,
[08:48.98]  lim
[08:49.17] o
[08:49.32]  en
[08:49.82]  el
[08:49.94]  medio
[08:51.05] ,
[08:51.06]  arc
[08:51.36] illa
[08:51.76]  arriba
[08:52.51]  fl
[08:52.59] ot
[08:52.87] ando
[08:53.17]  en
[08:53.37]  el
[08:53.57]  agua
[08:53.96]  turb
[08:54.57] ia
[08:54.94] .
[08:54.96]  Si
[08:55.10]  la
[08:55.28]  cap
[08:55.50] a
[08:55.58]  de
[08:55.74]  arc
[08:55.98] illa
[08:56.43] ,
[08:56.46]  la
[08:56.63]  de
[08:56.78]  arriba
[08:57.42] ,
[08:57.52]  es
[08:57.58]  por
[08:57.82]  lo
[08:57.98]  menos
[08:58.38]  un
[08:58.59]  ter
[08:58.78] cio
[08:59.05]  del
[08:59.26]  total
[08:59.90] ,
[08:59.94]  tu
[09:00.11]  tierra
[09:00.75]  sir
[09:01.07] ve
[09:01.62] .
[09:01.62]  Si
[09:01.77]  es
[09:01.92]  menos
[09:02.32] ,
[09:02.45]  ten
[09:02.89] és
[09:02.91]  que
[09:03.11]  mez
[09:03.33] c
[09:03.40] lar
[09:03.62]  tu
[09:03.77]  tierra
[09:04.22]  con
[09:04.44]  arc
[09:04.66] illa
[09:04.95]  compr
[09:05.66] ada
[09:05.68]  o
[09:05.78]  sac
[09:06.15] ada
[09:06.54]  de
[09:06.70]  algún
[09:07.17]  otro
[09:07.50]  lado
[09:07.84]  del
[09:08.09]  ter
[09:08.34] reno
[09:08.72]  donde
[09:09.18]  haya
[09:09.56]  más
[09:10.14] ,
[09:10.14]  general
[09:10.69] mente
[09:11.08]  en
[09:11.24]  las
[09:11.48]  z
[09:11.56] onas
[09:11.87]  más
[09:12.19]  baj
[09:12.43] as
[09:12.58]  donde
[09:12.97]  se
[09:13.13]  acum
[09:13.45] ula
[09:13.68]  con
[09:13.91]  la
[09:14.08]  ll
[09:14.22] uv
[09:14.54] ia
[09:14.86] .
[09:14.86]  Es
[09:15.02] a
[09:15.09]  prueba
[09:15.60]  del
[09:15.85]  fr
[09:16.01] as
[09:16.33] co
[09:16.49] ,
[09:16.53]  con
[09:16.74]  el
[09:16.90]  dibuj
[09:17.31] o
[09:17.38]  de
[09:17.60]  las
[09:17.83]  tres
[09:18.13]  cap
[09:18.62] as
[09:18.62]  y
[09:18.68]  las
[09:18.88]  tres
[09:19.23]  corre
[09:19.51] cciones
[09:19.96]  pos
[09:20.16] ibles
[09:20.54]  según
[09:21.10]  el
[09:21.34]  resultado
[09:22.18] ,
[09:22.21]  está
[09:22.64]  en
[09:22.89]  el
[09:23.00]  m
[09:23.09] ód
[09:23.36] ulo
[09:23.63]  5
[09:23.90]  de
[09:24.08]  una
[09:24.35]  gu
[09:24.53] ía
[09:24.79]  que
[09:25.12]  arm
[09:25.34] é
[09:25.56]  para
[09:25.89]  mis
[09:26.16]  hijos
[09:26.79]  y
[09:26.82]  que
[09:27.09]  de
[09:27.25] jo
[09:27.42]  siempre
[09:28.02]  en
[09:28.19]  la
[09:28.36]  descri
[09:28.87] pción
[09:29.27]  del
[09:29.64]  video
[09:30.38] .
[09:30.38]  La
[09:30.57]  n
[09:30.66] omb
[09:30.95] ro
[09:31.14]  acá
[09:31.74] ,
[09:31.76]  porque
[09:32.17]  sin
[09:32.38]  esa
[09:32.59]  prueba
[09:33.18] ,
[09:33.22]  la
[09:33.37]  mitad
[09:33.85]  de
[09:34.04]  la
[09:34.25]  gente
[09:34.71]  arma
[09:35.09]  la
[09:35.28]  mez
[09:35.56] cla
[09:36.18]  mal
[09:36.22]  y
[09:36.25]  la
[09:36.39]  est
[09:36.60] uf
[09:36.74] a
[09:36.87]  se
[09:36.95]  le
[09:37.09]  ag
[09:37.23] ri
[09:37.37] eta
[09:37.62]  en
[09:37.76]  el
[09:37.90]  primer
[09:38.34]  enc
[09:38.56] end
[09:38.78] ido
[09:39.00]  fuerte
[09:39.70] .
[09:39.70]  Es
[09:39.84]  información
[09:40.71]  conc
[09:41.02] re
[09:41.14] ta
[09:41.28]  que
[09:41.49]  neces
[09:41.88] itas
[09:42.14]  antes
[09:42.50]  de
[09:42.64]  empezar
[09:43.34] ,
[09:43.37]  no
[09:43.51]  es
[09:43.68]  contenido
[09:44.53]  extra
[09:44.97]  ni
[09:45.08]  public
[09:45.56] idad
[09:46.30] .
[09:46.33]  Está
[09:46.80]  abajo
[09:47.50] ,
[09:47.65]  grat
[09:47.90] is
[09:48.10] ,
[09:48.30]  son
[09:48.71]  seis
[09:49.00]  m
[09:49.10] ód
[09:49.40] ulos
[09:49.80]  en
[09:50.01]  PDF
[09:50.30] ,
[09:50.49]  te
[09:50.90]  lo
[09:51.03]  baj
[09:51.20] ás
[09:51.50]  y
[09:51.60]  lo
[09:52.01]  imp
[09:52.10] rim
[09:52.40] ís
[09:52.70] .
[09:53.10]  La
[09:53.30]  segunda
[09:54.03]  cosa
[09:54.50]  es
[09:54.64]  arena
[09:55.15] ,
[09:55.88]  arena
[09:55.88]  fin
[09:56.19] a
[09:56.36] ,
[09:56.49]  no
[09:56.69]  la
[09:57.23]  arena
[09:57.41]  grues
[09:57.93] a
[09:58.03]  de
[09:58.23]  al
[09:58.43] ba
[09:58.63] ñ
[09:58.83] iler
[09:59.20] ía
[09:59.90] ,
[09:59.95]  la
[10:00.10]  de
[10:00.36]  filt
[10:00.70] ro
[10:01.10] ,
[10:01.14]  la
[10:01.32]  de
[10:01.54]  rebo
[10:01.99] que
[10:02.32]  fino
[10:03.14] .
[10:03.14]  Sale
[10:03.45]  dos
[10:03.68]  pesos
[10:04.06]  en
[10:04.21]  cualquier
[10:04.90]  cor
[10:05.12] ral
[10:05.59] ón
[10:05.78] ,
[10:05.81]  la
[10:05.95]  arena
[10:06.39]  le
[10:06.73]  da
[10:06.73]  resist
[10:07.26] encia
[10:07.70]  a
[10:07.78]  la
[10:07.95]  mez
[10:08.21] cla
[10:08.56]  y
[10:08.60]  ev
[10:08.73] ita
[10:08.93]  que
[10:09.13]  se
[10:09.26]  contra
[10:09.67] iga
[10:09.86]  demasiado
[10:10.50]  al
[10:10.84]  sec
[10:11.70] ar
[10:11.70] .
[10:11.72]  La
[10:11.89]  propor
[10:12.47] ción
[10:12.95]  que
[10:13.24]  mi
[10:13.43]  vie
[10:13.66] jo
[10:14.10]  us
[10:14.32] aba
[10:14.39] ,
[10:14.58]  y
[10:14.67]  que
[10:14.96]  después
[10:15.77]  confirm
[10:16.44] é
[10:16.61]  en
[10:16.80]  el
[10:16.98]  libro
[10:17.47]  ale
[10:17.85] m
[10:18.26] án
[10:18.28] ,
[10:18.44]  es
[10:18.61]  de
[10:18.80]  dos
[10:19.09]  partes
[10:19.73]  de
[10:19.82]  tierra
[10:20.38]  ar
[10:20.56] cill
[10:20.93] osa
[10:21.23]  por
[10:21.49]  una
[10:21.77]  parte
[10:22.23]  de
[10:22.42]  arena
[10:23.26] .
[10:23.26]  Si
[10:23.44]  tu
[10:23.62]  tierra
[10:24.17]  ya
[10:24.35]  tiene
[10:24.81]  mucha
[10:25.27]  arena
[10:25.72]  propia
[10:26.46] ,
[10:26.61]  baj
[10:26.73] ás
[10:27.00]  un
[10:27.18]  poco
[10:27.54]  la
[10:27.76]  propor
[10:28.25] ción
[10:28.98] ,
[10:29.00]  si
[10:29.21]  es
[10:29.44]  muy
[10:29.79]  pur
[10:30.14] a
[10:30.25]  arc
[10:30.60] illa
[10:31.30] ,
[10:31.44]  sub
[10:31.65] ís
[10:32.00] .
[10:32.44]  La
[10:32.65]  ter
[10:33.00] cera
[10:33.46]  cosa
[10:33.93]  es
[10:34.16]  p
[10:34.27] aja
[10:34.85] ,
[10:34.85]  p
[10:35.12] aja
[10:35.31]  se
[10:35.54] ca
[10:35.78] ,
[10:36.00]  lar
[10:36.31] ga
[10:36.71] ,
[10:36.81]  sin
[10:37.15]  mo
[10:37.62] ho
[10:37.67] ,
[10:37.85]  la
[10:38.08]  de
[10:38.30]  los
[10:38.77]  f
[10:38.87] ard
[10:39.12] os
[10:39.37]  de
[10:39.58]  aven
[10:40.05] a
[10:40.16]  o
[10:40.27]  tr
[10:40.50] igo
[10:40.96]  es
[10:41.08]  perfect
[10:41.72] a
[10:42.42] ,
[10:42.55]  sale
[10:43.20]  poco
[10:43.98] .
[10:43.98]  Un
[10:44.13]  f
[10:44.24] ardo
[10:44.49]  de
[10:44.64]  20
[10:45.10]  kilos
[10:45.45]  te
[10:45.63]  al
[10:45.75] can
[10:45.97] za
[10:46.11]  para
[10:46.40]  construir
[10:47.09]  tres
[10:47.36]  est
[10:47.58] uf
[10:47.86] as
[10:48.10] ,
[10:48.14]  la
[10:48.25]  p
[10:48.32] aja
[10:48.59]  se
[10:48.69]  cort
[10:48.99] a
[10:49.10]  en
[10:49.21]  ped
[10:49.44] ac
[10:49.59] itos
[10:49.94]  de
[10:50.10]  5
[10:50.35]  a
[10:50.43]  10
[10:50.92]  cent
[10:51.25] í
[10:51.44] metros
[10:51.98]  y
[10:52.04]  se
[10:52.25]  mez
[10:52.56] cla
[10:52.91]  con
[10:53.18]  la
[10:53.52]  tierra
[10:54.02]  y
[10:54.12]  la
[10:54.85]  arena
[10:55.22] .
[10:55.22]  H
[10:55.30] ace
[10:55.55]  exactamente
[10:56.50]  la
[10:56.67]  misma
[10:57.10]  función
[10:57.79]  que
[10:58.05]  el
[10:58.22]  hier
[10:58.56] ro
[10:58.73]  de
[10:58.90]  constru
[10:59.50] cción
[11:00.01]  en
[11:00.18]  el
[11:00.35]  horm
[11:00.69] ig
[11:00.86] ón
[11:01.46] .
[11:01.48]  Le
[11:01.62]  da
[11:01.78]  resist
[11:02.31] encia
[11:02.68]  a
[11:02.76]  la
[11:02.92]  tr
[11:03.08] acción
[11:03.65]  al
[11:03.79]  bar
[11:04.05] ro
[11:04.35] ,
[11:04.37]  ev
[11:04.53] ita
[11:04.77]  que
[11:05.01]  se
[11:05.17]  ag
[11:05.33] ri
[11:05.50] ete
[11:05.73]  cuando
[11:06.22]  la
[11:06.38]  masa
[11:06.70]  se
[11:06.86]  mue
[11:07.12] ve
[11:07.26]  por
[11:07.50]  el
[11:08.07]  calor
[11:08.46] .
[11:08.46]  Sin
[11:08.79]  p
[11:08.90] aja
[11:09.22]  la
[11:09.77]  est
[11:09.78] uf
[11:10.00] a
[11:10.11]  te
[11:10.35]  dura
[11:10.77]  un
[11:10.99]  inv
[11:11.31] ierno
[11:11.87] ,
[11:12.33]  con
[11:12.42]  p
[11:12.55] aja
[11:12.85]  te
[11:13.52]  dura
[11:13.57]  una
[11:13.85]  vida
[11:14.29] .
[11:14.74]  La
[11:14.89]  mez
[11:15.14] cla
[11:15.35]  se
[11:15.50]  hace
[11:15.85]  pis
[11:16.04] ánd
[11:16.35] ola
[11:16.58]  con
[11:16.81]  los
[11:17.04]  pies
[11:17.35]  desc
[11:17.66] al
[11:17.81] zos
[11:18.05]  sobre
[11:18.43]  una
[11:18.66]  l
[11:18.73] ona
[11:18.96]  vie
[11:19.19] ja
[11:19.34]  o
[11:19.41]  una
[11:19.64]  bol
[11:19.87] sa
[11:20.02]  de
[11:20.17]  ar
[11:20.32] p
[11:20.39] ill
[11:20.62] era
[11:21.22] .
[11:21.22]  Dos
[11:21.58]  partes
[11:22.09]  de
[11:22.23]  tierra
[11:22.78]  ar
[11:22.95] cill
[11:23.60] osa
[11:23.71] ,
[11:23.78]  una
[11:24.06]  parte
[11:24.52]  de
[11:24.70]  arena
[11:25.42] ,
[11:25.44]  una
[11:25.67]  mano
[11:25.99] j
[11:26.08] ada
[11:26.33]  gener
[11:26.74] osa
[11:26.99]  de
[11:27.17]  p
[11:27.23] aja
[11:27.48]  por
[11:27.73]  cada
[11:28.06]  bal
[11:28.31] de
[11:28.46]  de
[11:28.88]  mez
[11:29.18] cla
[11:29.18] .
[11:29.20]  Y
[11:29.26]  agua
[11:29.59]  de
[11:29.75]  a
[11:29.92]  poco
[11:30.16]  hasta
[11:30.57]  que
[11:30.82]  la
[11:30.98]  masa
[11:31.31]  qu
[11:31.52] ede
[11:31.72]  como
[11:32.05]  masa
[11:32.38]  de
[11:32.54]  pan
[11:32.79]  cr
[11:32.87] uda
[11:33.54] .
[11:33.54]  T
[11:33.62] iene
[11:33.94]  que
[11:34.18]  tener
[11:34.59]  consist
[11:35.45] encia
[11:35.56] ,
[11:35.72]  no
[11:35.87]  chor
[11:36.15] re
[11:36.52] ar
[11:36.74] ,
[11:36.79]  pero
[11:37.06]  tampoco
[11:37.63]  que
[11:37.87] br
[11:38.03] arse
[11:38.35]  cuando
[11:38.84]  ha
[11:39.00] ces
[11:39.40]  una
[11:39.48]  bola
[11:39.80]  y
[11:39.95]  la
[11:40.04]  ap
[11:40.20] ret
[11:40.68] ás
[11:41.02] .
[11:41.02]  Esto
[11:41.40]  se
[11:41.63]  aprend
[11:42.17] e
[11:42.26]  pis
[11:42.47] ando
[11:43.26] .
[11:43.26]  La
[11:43.49]  primera
[11:44.03]  mez
[11:44.27] cla
[11:44.72]  casi
[11:44.89]  siempre
[11:45.52]  te
[11:45.66]  queda
[11:46.09]  con
[11:46.36]  demasi
[11:46.86] ada
[11:47.07]  agua
[11:47.70] ,
[11:47.72]  la
[11:47.87]  segunda
[11:48.46]  te
[11:48.63]  queda
[11:49.47]  mejor
[11:49.66] ,
[11:49.68]  la
[11:49.85]  ter
[11:50.14] cera
[11:50.72]  te
[11:50.85]  sale
[11:51.11]  bien
[11:51.50]  sin
[11:51.79]  pensar
[11:52.70] .
[11:52.70]  Ahora
[11:53.45] ,
[11:53.50]  la
[11:53.71]  forma
[11:54.20]  de
[11:54.41]  la
[11:54.62]  est
[11:55.15] uf
[11:55.15] a
[11:55.43] .
[11:55.57]  Una
[11:55.89]  rocket
[11:56.54]  bás
[11:57.29] ica
[11:57.36]  tiene
[11:57.83]  cuatro
[11:58.48]  partes
[11:59.26] .
[11:59.26]  La
[11:59.45]  boca
[11:59.83] ,
[12:00.32]  que
[12:00.45]  es
[12:00.51]  donde
[12:01.00]  met
[12:01.29] es
[12:01.48]  las
[12:01.77]  ram
[12:02.06] itas
[12:02.82]  hacia
[12:02.94]  arriba
[12:03.47]  o
[12:03.61]  de
[12:03.92]  cost
[12:04.20] ado
[12:04.49]  según
[12:05.08]  el
[12:05.27]  modelo
[12:06.30] .
[12:06.30]  El
[12:06.44]  tú
[12:06.65] nel
[12:06.86]  de
[12:07.00]  combust
[12:07.47] ión
[12:07.91] ,
[12:08.06]  que
[12:08.12]  es
[12:08.26]  un
[12:08.45]  ca
[12:08.54] ño
[12:08.75]  horizontal
[12:09.51]  de
[12:09.60]  bar
[12:09.81] ro
[12:09.95]  de
[12:10.11]  unos
[12:10.37]  20
[12:10.79]  cent
[12:11.07] í
[12:11.21] metros
[12:11.63]  de
[12:11.77]  largo
[12:12.25]  por
[12:12.49]  donde
[12:12.94]  el
[12:13.12]  fuego
[12:13.57]  entra
[12:14.06]  hacia
[12:14.42]  la
[12:14.55]  cámara
[12:15.07]  central
[12:15.82] .
[12:15.83]  La
[12:15.97]  tor
[12:16.19] re
[12:16.33]  de
[12:16.48]  combust
[12:17.00] ión
[12:17.43] ,
[12:17.63]  que
[12:17.65]  es
[12:17.80]  un
[12:17.95]  tub
[12:18.17] o
[12:18.24]  vertical
[12:18.83]  de
[12:18.98]  bar
[12:19.20] ro
[12:19.34]  de
[12:19.49]  unos
[12:19.79]  60
[12:20.26]  cent
[12:20.53] í
[12:20.67] metros
[12:21.11]  de
[12:21.26]  alto
[12:21.51] ,
[12:21.92]  for
[12:21.96] rado
[12:22.21]  por
[12:22.45]  dentro
[12:23.06]  con
[12:23.27]  un
[12:23.43]  ca
[12:23.59] ño
[12:23.84]  de
[12:23.99]  ch
[12:24.44] apa
[12:24.46]  o
[12:24.53]  con
[12:24.74]  lad
[12:24.95] rill
[12:25.27] os
[12:25.41]  refract
[12:25.88] arios
[12:26.24]  ap
[12:26.38] il
[12:26.86] ados
[12:26.90] ,
[12:26.90]  donde
[12:27.33]  se
[12:27.50]  hace
[12:27.84]  la
[12:28.01]  combust
[12:28.82] ión
[12:28.96]  a
[12:29.04]  alta
[12:29.38]  temperatura
[12:30.66] .
[12:30.66]  Y
[12:30.74]  el
[12:30.94]  banco
[12:31.34]  de
[12:31.51]  masa
[12:32.02] ,
[12:32.17]  que
[12:32.27]  es
[12:32.44]  un
[12:32.61]  ca
[12:32.81] j
[12:32.86] ón
